mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
8	7	5/8	5/8	6/8	2	1	V43					Bb	iii		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	0	1	0.0	0.0	0.125	0.0
9	8	0	0	6/8	2	1	i|IAC}					Bb	iii		i		i					IAC	}	m	0	1	2, -1, 3		2	2	0	19	0.0	0.0	2.75	0.0
10	9	0	0	6/8	2	1	I.V43(9)					Bb	I		V43(9)		V		43	9				Mm7	0	0	0, -3, -1, 3	1	-1	0	0	9	0.0	0.0	1.375	0.0
10	9	3/8	3/8	6/8	2	1	V43					Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	10	0.0	0.0	1.375	0.0
11	10	0	0	6/8	2	1	I(6)					Bb	I		I(6)		I			6				M	0	0	-2, 2, 1		-2	-2	0	7	0.0	0.0	1.125	0.0
11	10	3/8	3/8	6/8	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	7	0.125	0.125	1.0	0.1111111111111111
12	11	0	0	6/8	2	1	V43(9)/ii					Bb	I		V43(9)/ii		V		43	9	ii			Mm7	0	0	2, -1, 1, 5	-4	1	2	1	8	0.1111111111111111	0.375	1.0	0.2727272727272727
12	11	3/8	3/8	6/8	2	1	V43/ii					Bb	I		V43/ii		V		43		ii			Mm7	0	0	2, -1, 1, 5		1	2	0	10	0.0	0.0	1.375	0.0
13	12	0	0	6/8	2	1	ii(b6)					Bb	I		ii(b6)		ii			b6				m	0	0	0, -3, -4		0	0	0	7	0.0	0.0	1.125	0.0
13	12	3/8	3/8	6/8	2	1	ii					Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	0	8	0.0	0.0	1.125	0.0
14	13	0	0	6/8	2	1	viio65/V					Bb	I		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	0	8	0.0	0.0	1.875	0.0
14	13	3/8	3/8	6/8	2	1	viio65(6)/V					Bb	I		viio65(6)/V		vii	o	65	6	V			o7	0	0	1, 0, -5, 4		4	1	2	5	0.2857142857142857	0.25	0.75	0.25
14	13	5/8	5/8	6/8	2	1	viio65/V					Bb	I		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	0	1	0.0	0.0	0.125	0.0
15	14	0	0	6/8	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	8	0.0	0.0	1.875	0.0
15	14	3/8	3/8	6/8	2	1	V(116)					Bb	I		V(116)		V			116				M	0	0	-1, 3, 2	-2	-1	-1	0	7	0.0	0.0	1.0	0.0
15	14	5/8	5/8	6/8	2	1	V(964)					Bb	I		V(964)		V			964				M	0	0	-1, -2, 2	1	-1	-1	0	1	0.0	0.0	0.125	0.0
16	15	0	0	6/8	2	1	V7(#2)					Bb	I		V7(#2)		V		7	#2				Mm7	0	0	-1, 8, 0, -3		-1	-1	0	3	0.0	0.0	0.5	0.0
16	15	1/4	1/4	6/8	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
16	15	3/8	3/8	6/8	2	1	vi.V6					Bb	vi		V6		V		6					M	0	1	6, 3, 2		2	6	0	6	0.0	0.0	0.875	0.0
17	16	0	0	6/8	2	1	i(9)}					Bb	vi		i(9)		i			9			}	m	0	1	1, -2, 2	3	1	1	0	7	0.0	0.0	1.125	0.0
17	16	3/8	3/8	6/8	2	1	i|IAC					Bb	vi		i		i					IAC		m	0	1	1, -2, 2		1	1	1	7	0.125	0.125	1.0	0.1111111111111111
18	17	0	0	6/8	2	1	I.V43(9)					Bb	I		V43(9)		V		43	9				Mm7	0	0	0, -3, -1, 3	1	-1	0	0	9	0.0	0.0	1.375	0.0
18	17	3/8	3/8	6/8	2	1	V43					Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	10	0.0	0.0	1.375	0.0
19	18	0	0	6/8	2	1	I(6)					Bb	I		I(6)		I			6				M	0	0	-2, 2, 1		-2	-2	0	7	0.0	0.0	1.125	0.0
19	18	3/8	3/8	6/8	2	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	7	0.125	0.125	1.0	0.1111111111111111
20	19	0	0	6/8	2	1	V43(9)/ii					Bb	I		V43(9)/ii		V		43	9	ii			Mm7	0	0	2, -1, 1, 5	-4	1	2	1	8	0.1111111111111111	0.375	1.0	0.2727272727272727
20	19	3/8	3/8	6/8	2	1	V43/ii					Bb	I		V43/ii		V		43		ii			Mm7	0	0	2, -1, 1, 5		1	2	0	10	0.0	0.0	1.375	0.0
21	20	0	0	6/8	2	1	ii(b6)					Bb	I		ii(b6)		ii			b6				m	0	0	0, -3, -4		0	0	0	7	0.0	0.0	1.125	0.0
21	20	3/8	3/8	6/8	2	1	ii					Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	0	8	0.0	0.0	1.125	0.0
22	21	0	0	6/8	2	1	viio65/V					Bb	I		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	0	8	0.0	0.0	1.875	0.0
22	21	3/8	3/8	6/8	2	1	viio65(6)/V					Bb	I		viio65(6)/V		vii	o	65	6	V			o7	0	0	1, 0, -5, 4		4	1	2	5	0.2857142857142857	0.25	0.75	0.25
22	21	5/8	5/8	6/8	2	1	viio65/V					Bb	I		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	0	1	0.0	0.0	0.125	0.0
23	22	0	0	6/8	2	1	V(64)					Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	8	0.0	0.0	1.875	0.0
23	22	3/8	3/8	6/8	2	1	V(116)					Bb	I		V(116)		V			116				M	0	0	-1, 3, 2	-2	-1	-1	0	7	0.0	0.0	1.0	0.0
23	22	5/8	5/8	6/8	2	1	V(964)					Bb	I		V(964)		V			964				M	0	0	-1, -2, 2	1	-1	-1	0	1	0.0	0.0	0.125	0.0
24	23	0	0	6/8	2	1	viio43(#7)					Bb	I		viio43(#7)		vii	o	43	#7				o7	0	0	-3, -6, 1, 0		3	-3	1	2	0.3333333333333333	0.25	0.25	0.5
24	23	1/4	1/4	6/8	2	1	viio43					Bb	I		viio43		vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	0	3	0.0	0.0	0.375	0.0
24	23	3/8	3/8	6/8	2	1	V7(6)					Bb	I		V7(6)		V		7	6				Mm7	0	0	-1, 3, 2, -3		-1	-1	0	5	0.0	0.0	0.75	0.0
24	23	5/8	5/8	6/8	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.625	0.0
25	24	0	0	6/8	2	1	I(97b64)}					Bb	I		I(97b64)		I			97b64			}	M	0	0	-2, -3, -6	0, 3	-2	-2	0	9	0.0	0.0	1.375	0.0
25	24	3/8	3/8	6/8	2	1	I(4)					Bb	I		I(4)		I			4				M	0	0	-2, -3, -1		-2	-2	0	4	0.0	0.0	0.875	0.0
25	24	1/2	1/2	6/8	2	1	I(#2)					Bb	I		I(#2)		I			#2				M	0	0	-2, 7, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
25	24	5/8	5/8	6/8	2	1	I|PAC					Bb	I		I		I					PAC		M	0	0	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
26	25	0	0	6/8	2	1	iii.iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
26	25	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
26	25	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
27	26	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
28	27	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
28	27	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
28	27	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
29	28	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
30	29	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
30	29	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
30	29	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
31	30	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
32	31	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
32	31	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
32	31	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
33	32	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
34	33	0	0	6/8	2	1	V.V2(6)/ii{					Bb	V		V2(6)/ii		V		2	6	ii		{	Mm7	0	0	0, 2, 6, -2		2	0	0	5	0.0	0.0	0.875	0.0
34	33	1/4	1/4	6/8	2	1	V2/ii					Bb	V		V2/ii		V		2		ii			Mm7	0	0	0, 2, 6, 3		2	0	0	4	0.0	0.0	0.5	0.0
34	33	3/8	3/8	6/8	2	1	ii6(2)					Bb	V		ii6(2)		ii		6	2				m	0	0	-2, 2, 3		1	-2	0	4	0.0	0.0	0.75	0.0
34	33	5/8	5/8	6/8	2	1	ii6					Bb	V		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
35	34	0	0	6/8	2	1	V43					Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	2	6	0.25	0.125	0.75	0.14285714285714285
35	34	3/8	3/8	6/8	2	1	I(9)}					Bb	V		I(9)		I			9			}	M	0	0	-1, 3, 0	1	-1	-1	0	5	0.0	0.0	0.75	0.0
35	34	5/8	5/8	6/8	2	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.625	0.0
36	35	0	0	6/8	2	1	iii.V2(6)/bII{					Bb	iii		V2(6)/bII		V		2	6	bII		{	Mm7	0	1	-4, -2, 2, 1		-2	-4	0	4	0.0	0.0	0.75	0.0
36	35	1/4	1/4	6/8	2	1	V2/bII					Bb	iii		V2/bII		V		2		bII			Mm7	0	1	-4, -2, 2, -1		-2	-4	0	3	0.0	0.0	0.375	0.0
36	35	3/8	3/8	6/8	2	1	ii%65(2)					Bb	iii		ii%65(2)		ii	%	65	2				%7	0	1	1, -2, 2, -1		4	1	0	4	0.0	0.0	0.75	0.0
36	35	5/8	5/8	6/8	2	1	ii%65					Bb	iii		ii%65		ii	%	65					%7	0	1	1, -2, 2, 4		4	1	0	3	0.0	0.0	0.375	0.0
37	36	0	0	6/8	2	1	V43					Bb	iii		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	2	6	0.25	0.125	0.75	0.14285714285714285
37	36	3/8	3/8	6/8	2	1	VI(6)}					Bb	iii		VI(6)		VI			6			}	M	0	1	-2, 2, 1		-2	-2	2	2	0.5	0.375	0.25	0.6
37	36	5/8	5/8	6/8	2	1	VI					Bb	iii		VI		VI							M	0	1	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
38	37	0	0	6/8	2	1	ii%43{					Bb	iii		ii%43		ii	%	43				{	%7	0	1	-2, 2, 4, 1		4	-2	0	4	0.0	0.0	0.625	0.0
38	37	1/4	1/4	6/8	2	1	ii%7					Bb	iii		ii%7		ii	%	7					%7	0	1	4, 1, -2, 2		4	4	0	4	0.0	0.0	0.5	0.0
38	37	3/8	3/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	8	0.0	0.0	1.125	0.0
39	38	0	0	6/8	2	1	ii%43					Bb	iii		ii%43		ii	%	43					%7	0	1	-2, 2, 4, 1		4	-2	0	4	0.0	0.0	0.625	0.0
39	38	1/4	1/4	6/8	2	1	ii%7					Bb	iii		ii%7		ii	%	7					%7	0	1	4, 1, -2, 2		4	4	0	4	0.0	0.0	0.5	0.0
39	38	3/8	3/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	8	0.0	0.0	1.125	0.0
40	39	0	0	6/8	2	1	ii%65					Bb	iii		ii%65		ii	%	65					%7	0	1	1, -2, 2, 4		4	1	2	5	0.2857142857142857	0.125	1.0	0.1111111111111111
40	39	3/8	3/8	6/8	2	1	ii%7(4)					Bb	iii		ii%7(4)		ii	%	7	4				%7	0	1	4, 3, -2, 2		4	4	0	4	0.0	0.0	1.0	0.0
40	39	5/8	5/8	6/8	2	1	ii%7					Bb	iii		ii%7		ii	%	7					%7	0	1	4, 1, -2, 2		4	4	1	7	0.125	0.0625	1.1875	0.05
41	40	3/8	3/8	6/8	2	1	V7(2)}					Bb	iii		V7(2)		V		7	2			}	Mm7	0	1	-2, 7, 4, 1		3	-2	0	4	0.0	0.0	1.0	0.0
41	40	5/8	5/8	6/8	2	1	V7|HC					Bb	iii		V7		V		7			HC		Mm7	0	1	3, 7, 4, 1		3	3	0	1	0.0	0.0	0.125	0.0
42	41	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
42	41	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
42	41	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
43	42	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
44	43	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
44	43	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
44	43	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
45	44	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
46	45	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
46	45	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
46	45	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
47	46	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
48	47	0	0	6/8	2	1	iv7{					Bb	iii		iv7		iv		7				{	mm7	0	1	1, -2, 2, -1		1	1	0	7	0.0	0.0	1.125	0.0
48	47	3/8	3/8	6/8	2	1	V7(6)					Bb	iii		V7(6)		V		7	6				Mm7	0	1	3, 7, -1, 1		3	3	0	5	0.0	0.0	0.75	0.0
48	47	5/8	5/8	6/8	2	1	V7					Bb	iii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.625	0.0
49	48	0	0	6/8	2	1	i}					Bb	iii		i		i						}	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.75	0.125
50	49	0	0	6/8	2	1	V.V2(6)/ii{					Bb	V		V2(6)/ii		V		2	6	ii		{	Mm7	0	0	0, 2, 6, -2		2	0	0	5	0.0	0.0	0.875	0.0
50	49	1/4	1/4	6/8	2	1	V2/ii					Bb	V		V2/ii		V		2		ii			Mm7	0	0	0, 2, 6, 3		2	0	0	4	0.0	0.0	0.5	0.0
50	49	3/8	3/8	6/8	2	1	ii6(2)					Bb	V		ii6(2)		ii		6	2				m	0	0	-2, 2, 3		1	-2	0	4	0.0	0.0	0.75	0.0
50	49	5/8	5/8	6/8	2	1	ii6					Bb	V		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
51	50	0	0	6/8	2	1	V43					Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	2	6	0.25	0.125	0.75	0.14285714285714285
51	50	3/8	3/8	6/8	2	1	I(9)}					Bb	V		I(9)		I			9			}	M	0	0	-1, 3, 0	1	-1	-1	0	5	0.0	0.0	0.75	0.0
51	50	5/8	5/8	6/8	2	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.625	0.0
52	51	0	0	6/8	2	1	IV.V2(6){					Bb	IV		V2(6)		V		2	6			{	Mm7	0	0	-4, -2, 2, 1		-2	-4	0	5	0.0	0.0	0.875	0.0
52	51	1/4	1/4	6/8	2	1	V2					Bb	IV		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.5	0.0
52	51	3/8	3/8	6/8	2	1	I6(2)					Bb	IV		I6(2)		I		6	2				M	0	0	1, -2, -1		-3	1	0	4	0.0	0.0	0.75	0.0
52	51	5/8	5/8	6/8	2	1	I6					Bb	IV		I6		I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
53	52	0	0	6/8	2	1	V43					Bb	IV		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	1	3	0.25	0.0625	0.4375	0.125
53	52	1/4	1/4	6/8	2	1	I.#viio43/ii					Bb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	-1, -4, 5, 2		5	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
53	52	3/8	3/8	6/8	2	1	ii(4)}					Bb	I		ii(4)		ii			4			}	m	0	0	0, -1, 1		0	0	0	4	0.0	0.0	0.625	0.0
53	52	5/8	5/8	6/8	2	1	ii					Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
54	53	0	0	6/8	2	1	V65{					Bb	I		V65		V		65				{	Mm7	0	0	3, 0, -3, -1		-1	3	2	8	0.2	0.25	0.875	0.2222222222222222
54	53	3/8	3/8	6/8	2	1	V43					Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	2	7	0.2222222222222222	0.25	0.875	0.2222222222222222
55	54	0	0	6/8	2	1	viio2					Bb	I		viio2		vii	o	2					o7	0	0	-6, 3, 0, -3		3	-6	3	8	0.2727272727272727	0.375	0.875	0.3
55	54	1/2	1/2	6/8	2	1	V7(#4)					Bb	I		V7(#4)		V		7	#4				Mm7	0	0	-1, 3, 5, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
55	54	5/8	5/8	6/8	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
56	55	0	0	6/8	2	1	V65					Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	2	8	0.2	0.25	0.875	0.2222222222222222
56	55	3/8	3/8	6/8	2	1	V43					Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	2	7	0.2222222222222222	0.25	0.875	0.2222222222222222
57	56	0	0	6/8	2	1	viio2					Bb	I		viio2		vii	o	2					o7	0	0	-6, 3, 0, -3		3	-6	3	8	0.2727272727272727	0.375	0.875	0.3
57	56	1/2	1/2	6/8	2	1	V7(#4)					Bb	I		V7(#4)		V		7	#4				Mm7	0	0	-1, 3, 5, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
57	56	5/8	5/8	6/8	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
58	57	0	0	6/8	2	1	ii2					Bb	I		ii2		ii		2					mm7	0	0	-2, 0, -3, 1		0	-2	0	8	0.0	0.0	1.125	0.0
58	57	3/8	3/8	6/8	2	1	V7(b9)					Bb	I		V7(b9)		V		7	b9				Mm7	0	0	-1, 3, 0, -3	-6	-1	-1	0	5	0.0	0.0	0.75	0.0
58	57	5/8	5/8	6/8	2	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.625	0.0
59	58	0	0	6/8	2	1	ii2					Bb	I		ii2		ii		2					mm7	0	0	-2, 0, -3, 1		0	-2	0	8	0.0	0.0	1.125	0.0
59	58	3/8	3/8	6/8	2	1	V7(b9)}					Bb	I		V7(b9)		V		7	b9			}	Mm7	0	0	-1, 3, 0, -3	-6	-1	-1	0	5	0.0	0.0	0.75	0.0
59	58	5/8	5/8	6/8	2	1	V7|HC					Bb	I		V7		V		7			HC		Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.625	0.0
60	59	0	0	6/8	2	1	I{					Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	2	13	0.13333333333333333	0.625	1.625	0.2777777777777778
61	60	0	0	6/8	2	1	V65(6)					Bb	I		V65(6)		V		65	6				Mm7	0	0	3, 2, -3, -1		-1	3	0	7	0.0	0.0	1.125	0.0
61	60	3/8	3/8	6/8	2	1	V65					Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	8	0.0	0.0	1.125	0.0
62	61	0	0	6/8	2	1	#viio2/ii					Bb	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-4, 5, 2, -1		5	-4	1	14	0.06666666666666667	0.25	2.0	0.1111111111111111
63	62	0	0	6/8	2	1	ii64(4)					Bb	I		ii64(4)		ii		64	4				m	0	0	1, 0, -1		0	1	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
63	62	3/8	3/8	6/8	2	1	ii64					Bb	I		ii64		ii		64					m	0	0	1, 0, -3		0	1	0	8	0.0	0.0	1.125	0.0
64	63	0	0	6/8	2	1	iii.V2					Bb	iii		V2		V		2					Mm7	0	1	1, 3, 7, 4		3	1	1	9	0.1	0.375	1.25	0.23076923076923078
64	63	3/8	3/8	6/8	2	1	V2(9)					Bb	iii		V2(9)		V		2	9				Mm7	0	1	1, 3, 7, 4	-2	3	1	0	8	0.0	0.0	1.0	0.0
64	63	5/8	5/8	6/8	2	1	V2					Bb	iii		V2		V		2					Mm7	0	1	1, 3, 7, 4		3	1	0	1	0.0	0.0	0.125	0.0
65	64	0	0	6/8	2	1	i6					Bb	iii		i6		i		6					m	0	1	-1, 3, 2		2	-1	0	7	0.0	0.0	1.125	0.0
65	64	3/8	3/8	6/8	2	1	i6(13)					Bb	iii		i6(13)		i		6	13				m	0	1	-1, 3, 2	-2	2	-1	0	7	0.0	0.0	1.0	0.0
65	64	5/8	5/8	6/8	2	1	i6					Bb	iii		i6		i		6					m	0	1	-1, 3, 2		2	-1	0	1	0.0	0.0	0.125	0.0
66	65	0	0	6/8	2	1	V43					Bb	iii		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	0	9	0.0	0.0	1.375	0.0
66	65	3/8	3/8	6/8	2	1	V43(9)					Bb	iii		V43(9)		V		43	9				Mm7	0	1	4, 1, 3, 7	-2	3	4	0	9	0.0	0.0	1.25	0.0
66	65	5/8	5/8	6/8	2	1	V43					Bb	iii		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	0	1	0.0	0.0	0.125	0.0
67	66	0	0	6/8	2	1	i|IAC}					Bb	iii		i		i					IAC	}	m	0	1	2, -1, 3		2	2	0	19	0.0	0.0	2.75	0.0
