mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	20	20	20a	78	78	2.0	1/2	1/2	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	21	21a	80	80	4.0	0	0	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
22	22	22	22a	84	84	1.0	0	0	4/4	2	1	V(4)}		g	i		V(4)	V			4			}	M	1	1	1, 0, 2		1	1
22	22	22	22a	85	85	1.5	1/4	1/4	4/4	2	1	V|HC		g	i		V	V					HC		M	1	1	1, 5, 2		1	1
22	22	22	22a	173/2	173/2	1.5	5/8	5/8	4/4	2	1	V43{		g	i		V43	V		43				{	Mm7	1	1	2, -1, 1, 5		1	2
23	23	23	23a	88	88	3.0	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
23	23	23	23a	91	91	1.0	3/4	3/4	4/4	2	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
24	24	24	24a	92	92	3.0	0	0	4/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	24	24a	95	95	1.0	3/4	3/4	4/4	2	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
25	25	25	25a	96	96	1.0	0	0	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
25	25	25	25a	97	97	1.0	1/4	1/4	4/4	2	1	V(9#764)		g	i		V(9#764)	V			9#764				M	1	1	1, 0, -3	-4, 6	1	1
25	25	25	25a	98	98	1.0	1/2	1/2	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
25	25	25	25a	99	99	1.0	3/4	3/4	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	26	26a	100	100	1.0	0	0	4/4	2	1	i|PAC}		g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
26	26	26	26a	101	101	1.0	1/4	1/4	4/4	2	1	i(6#4)		g	i		i(6#4)	i			6#4				m	1	1	0, -3, 6, -4		0	0
26	26	26	26a	102	102	1.0	1/2	1/2	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
26	26	26	26a	205/2	205/2	0.0	5/8	5/8	4/4	2	1	{		g	i									{		1	1				
26	26	26	26a	103	103	1.0	3/4	3/4	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	27	27a	104	104	3.0	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
27	27	27	27a	107	107	1.0	3/4	3/4	4/4	2	1	V65/III		g	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
28	28	28	28a	108	108	3.0	0	0	4/4	2	1	I/III		g	i		I/III	I				III			M	1	1	-3, 1, -2		-3	-3
28	28	28	28a	111	111	1.0	3/4	3/4	4/4	2	1	VIM65	IVM65/III	g	i		VIM65	VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
29	29	29	29a	112	112	2.0	0	0	4/4	2	1	iio	viio/III	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
29	29	29	29a	114	114	1.0	1/2	1/2	4/4	2	1	ii%7	vii%7/III	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
29	29	29	29a	115	115	1.0	3/4	3/4	4/4	2	1	V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
30	30	30	30a	116	116	3.0	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
30	30	30	30a	119	119	1.0	3/4	3/4	4/4	2	1	iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
31	31	31	31a	120	120	2.0	0	0	4/4	2	1	V[V(64)		g	i	V	V(64)	V			64				M	1	1	1, 0, -3		1	1
31	31	31	31a	122	122	1.0	1/2	1/2	4/4	2	1	viio7/V		g	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
31	31	31	31a	123	123	0.5	3/4	3/4	4/4	2	1	#viio43(4)		g	i	V	#viio43(4)	#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
31	31	31	31a	247/2	247/2	0.5	7/8	7/8	4/4	2	1	#viio43		g	i	V	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
32	32	32	32a	124	124	0.5	0	0	4/4	2	1	I.I64]}		g	I	V	I64	I		64				}	M	1	0	1, 0, 4		0	1
32	32	32	32a	249/2	249/2	3.5	1/8	1/8	4/4	2	1	I[I{		g	I	I	I	I						{	M	1	0	0, 4, 1		0	0
33	33	33	33a	128	128	1.0	0	0	4/4	2	1	V7(9)		g	I	I	V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
33	33	33	33a	129	129	1.0	1/4	1/4	4/4	2	1	V		g	I	I	V	V							M	1	0	1, 5, 2		1	1
33	33	33	33a	130	130	1.0	1/2	1/2	4/4	2	1	V7		g	I	I	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
33	33	33	33a	131	131	1.0	3/4	3/4	4/4	2	1	V7(9)		g	I	I	V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
34	34	34	34a	132	132	3.0	0	0	4/4	2	1	I		g	I	I	I	I							M	1	0	0, 4, 1		0	0
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	V7(9)		g	I	I	V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
35	35	35	35a	136	136	0.5	0	0	4/4	2	1	I(7)		g	I	I	I(7)	I			7				M	1	0	0, 4, 1	5	0	0
35	35	35	35a	273/2	273/2	0.5	1/8	1/8	4/4	2	1	I		g	I	I	I	I							M	1	0	0, 4, 1		0	0
35	35	35	35a	137	137	1.0	1/4	1/4	4/4	2	1	V		g	I	I	V	V							M	1	0	1, 5, 2		1	1
35	35	35	35a	138	138	1.0	1/2	1/2	4/4	2	1	V7		g	I	I	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
35	35	35	35a	139	139	1.0	3/4	3/4	4/4	2	1	V+(#7)		g	I	I	V+(#7)	V	+		#7				+	1	0	1, 5, 9	6	1	1
36	36	36	36a	140	140	2.0	0	0	4/4	2	1	I|IAC}		g	I	I	I	I					IAC	}	M	1	0	0, 4, 1		0	0
36	36	36	36a	141	141	0.0	1/4	1/4	4/4	2	1	{		g	I	I								{		1	0				
36	36	36	36a	142	142	1.0	1/2	1/2	4/4	2	1	I(6)		g	I	I	I(6)	I			6				M	1	0	0, 4, 3		0	0
36	36	36	36a	143	143	1.0	3/4	3/4	4/4	2	1	I		g	I	I	I	I							M	1	0	0, 4, 1		0	0
37	37	37	37a	144	144	2.0	0	0	4/4	2	1	V7(9)		g	I	I	V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
37	37	37	37a	146	146	0.5	1/2	1/2	4/4	2	1	iio64	V7(b9)	g	I	I	iio64	ii	o	64					o	1	0	-4, 2, -1		2	-4
37	37	37	37a	293/2	293/2	0.5	5/8	5/8	4/4	2	1	V43]		g	I	I	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
37	37	37	37a	147	147	1.0	3/4	3/4	4/4	2	1	vii%2		g	I		vii%2	vii	%	2					%7	1	0	3, 5, 2, -1		5	3
38	38	38	38a	148	148	1.0	0	0	4/4	2	1	V(64)	I64	g	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
38	38	38	38a	149	149	1.0	1/4	1/4	4/4	2	1	#viio7/iii		g	I		#viio7/iii	#vii	o	7		iii			o7	1	0	9, 6, 3, 0		9	9
38	38	38	38a	150	150	1.0	1/2	1/2	4/4	2	1	iii		g	I		iii	iii							m	1	0	4, 1, 5		4	4
38	38	38	38a	151	151	1.0	3/4	3/4	4/4	2	1	IV+64	V6(6)/ii	g	I		IV+64	IV	+	64					+	1	0	7, -1, 3		-1	7
39	39	39	39a	152	152	1.0	0	0	4/4	2	1	iii2	ii(94)	g	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
39	39	39	39a	153	153	1.0	1/4	1/4	4/4	2	1	viio2		g	I		viio2	vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
39	39	39	39a	154	154	1.0	1/2	1/2	4/4	2	1	V7		g	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
39	39	39	39a	155	155	1.0	3/4	3/4	4/4	2	1	vii%7		g	I		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
40	40	40	40a	156	156	1.0	0	0	3/4	2	1	I|PAC}		g	I		I	I					PAC	}	M	1	0	0, 4, 1		0	0
40	40	40	40a	313/2	313/2	0.0	1/8	1/8	3/4	2	1	{		g	I									{		1	0				
40	40	40	40a	157	157	1.0	1/4	1/4	3/4	2	1	vi		g	I		vi	vi							m	1	0	3, 0, 4		3	3
40	40	40	40a	158	158	1.0	1/2	1/2	3/4	2	1	vi6		g	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
41	41	41	41a	159	159	0.5	0	0	3/4	2	1	iii		g	I		iii	iii							m	1	0	4, 1, 5		4	4
41	41	41	41a	319/2	319/2	0.5	1/8	1/8	3/4	2	1	iii6		g	I		iii6	iii		6					m	1	0	1, 5, 4		4	1
41	41	41	41a	160	160	1.0	1/4	1/4	3/4	2	1	IV		g	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
41	41	41	41a	161	161	1.0	1/2	1/2	3/4	2	1	IV6		g	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
42	42	42	42a	162	162	1.0	0	0	3/4	2	1	I		g	I		I	I							M	1	0	0, 4, 1		0	0
42	42	42	42a	163	163	1.0	1/4	1/4	3/4	2	1	I6		g	I		I6	I		6					M	1	0	4, 1, 0		0	4
42	42	42	42a	164	164	1.0	1/2	1/2	3/4	2	1	i6		g	I		i6	i		6					m	1	0	-3, 1, 0		0	-3
43	43	43	43a	165	165	1.0	0	0	3/4	2	1	viio65		g	I		viio65	vii	o	65					o7	1	0	2, -1, -4, 5		5	2
43	43	43	43a	166	166	0.5	1/4	1/4	3/4	2	1	#viio7/ii		g	I		#viio7/ii	#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
43	43	43	43a	333/2	333/2	0.5	3/8	3/8	3/4	2	1	#viio43/ii		g	I		#viio43/ii	#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
43	43	43	43a	167	167	1.0	1/2	1/2	3/4	2	1	ii6		g	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
44	44	44	44a	168	168	2.0	0	0	3/4	2	1	V(64)		g	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
44	44	44	44a	170	170	1.0	1/2	1/2	3/4	2	1	V7		g	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
45	45	45	45a	171	171	1.0	0	0	3/4	2	1	I|PAC}		g	I		I	I					PAC	}	M	1	0	0, 4, 1		0	0
45	45	45	45a	343/2	343/2	0.0	1/8	1/8	3/4	2	1	{		g	I									{		1	0				
45	45	45	45a	172	172	1.0	1/4	1/4	3/4	2	1	vi		g	I		vi	vi							m	1	0	3, 0, 4		3	3
45	45	45	45a	173	173	1.0	1/2	1/2	3/4	2	1	vi6		g	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
46	46	46	46a	174	174	0.5	0	0	3/4	2	1	iii		g	I		iii	iii							m	1	0	4, 1, 5		4	4
46	46	46	46a	349/2	349/2	0.5	1/8	1/8	3/4	2	1	iii6		g	I		iii6	iii		6					m	1	0	1, 5, 4		4	1
46	46	46	46a	175	175	1.0	1/4	1/4	3/4	2	1	IV		g	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
46	46	46	46a	176	176	1.0	1/2	1/2	3/4	2	1	IV6		g	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
47	47	47	47a	177	177	1.0	0	0	3/4	2	1	I		g	I		I	I							M	1	0	0, 4, 1		0	0
47	47	47	47a	178	178	1.0	1/4	1/4	3/4	2	1	I6		g	I		I6	I		6					M	1	0	4, 1, 0		0	4
47	47	47	47a	179	179	0.5	1/2	1/2	3/4	2	1	#viio7(4)/iii	i6	g	I		#viio7(4)/iii	#vii	o	7	4	iii			o7	1	0	9, 1, 3, 0		9	9
47	47	47	47a	359/2	359/2	0.5	5/8	5/8	3/4	2	1	#viio7/iii		g	I		#viio7/iii	#vii	o	7		iii			o7	1	0	9, 6, 3, 0		9	9
48	48	48	48a	180	180	1.0	0	0	3/4	2	1	#viio65/iii		g	I		#viio65/iii	#vii	o	65		iii			o7	1	0	6, 3, 0, 9		9	6
48	48	48	48a	181	181	0.5	1/4	1/4	3/4	2	1	vii%7		g	I		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
48	48	48	48a	363/2	363/2	0.5	3/8	3/8	3/4	2	1	viio7		g	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
48	48	48	48a	182	182	1.0	1/2	1/2	3/4	2	1	#viio7/vi		g	I		#viio7/vi	#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
49	49	49	49a	183	183	0.5	0	0	3/4	2	1	#vii%43/ii		g	I		#vii%43/ii	#vii	%	43		ii			%7	1	0	1, 5, 7, 4		7	1
49	49	49	49a	367/2	367/2	0.5	1/8	1/8	3/4	2	1	#viio43/ii		g	I		#viio43/ii	#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
49	49	49	49a	184	184	1.0	1/4	1/4	3/4	2	1	viio43/IV		g	I		viio43/IV	vii	o	43		IV			o7	1	0	-2, -5, 4, 1		4	-2
49	49	49	49a	185	185	0.5	1/2	1/2	3/4	2	1	viio65(b6)/V	vii%43/iii	g	I		viio65(b6)/V	vii	o	65	b6	V			o7	1	0	3, -5, -3, 6		6	3
49	49	49	49a	371/2	371/2	0.5	5/8	5/8	3/4	2	1	viio65/V	viio43/iii	g	I		viio65/V	vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
50	50	50	50a	186	186	6.0	0	0	3/4	2	1	viio43/V}		g	I		viio43/V	vii	o	43		V		}	o7	1	0	0, -3, 6, 3		6	0
52	52	52	52a	192	192	4.0	0	0	4/4	2	1	V2/V{		g	I		V2/V	V		2		V		{	Mm7	1	0	0, 2, 6, 3		2	0
53	53	53	53a	196	196	4.0	0	0	4/4	2	1	V65|HC}		g	I		V65	V		65			HC	}	Mm7	1	0	5, 2, -1, 1		1	5
53	53	53	53a	397/2	397/2	0.0	5/8	5/8	4/4	2	1	{		g	I									{		1	0				
54	54	54	54a	200	200	3.0	0	0	4/4	2	1	i.i		g	i		i	i							m	1	1	0, -3, 1		0	0
54	54	54	54a	203	203	0.5	3/4	3/4	4/4	2	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
54	54	54	54a	407/2	407/2	0.5	7/8	7/8	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
55	55	55	55a	204	204	0.5	0	0	4/4	2	1	i6(#7)		g	i		i6(#7)	i		6	#7				m	1	1	-3, 1, 5		0	-3
55	55	55	55a	409/2	409/2	2.5	1/8	1/8	4/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
55	55	55	55a	207	207	1.0	3/4	3/4	4/4	2	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
56	56	56	56a	208	208	1.0	0	0	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
56	56	56	56a	209	209	1.0	1/4	1/4	4/4	2	1	V(9#764)		g	i		V(9#764)	V			9#764				M	1	1	1, 0, -3	-4, 6	1	1
56	56	56	56a	210	210	1.0	1/2	1/2	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
56	56	56	56a	211	211	1.0	3/4	3/4	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
57	57	57	57a	212	212	1.0	0	0	4/4	2	1	i|PAC}		g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
57	57	57	57a	213	213	1.0	1/4	1/4	4/4	2	1	i(6#4)		g	i		i(6#4)	i			6#4				m	1	1	0, -3, 6, -4		0	0
57	57	57	57a	214	214	1.0	1/2	1/2	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
57	57	57	57a	429/2	429/2	0.0	5/8	5/8	4/4	2	1	{		g	i									{		1	1				
57	57	57	57a	215	215	1.0	3/4	3/4	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	58	58	58a	216	216	3.0	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
58	58	58	58a	219	219	1.0	3/4	3/4	4/4	2	1	V65/III		g	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
59	59	59	59a	220	220	3.0	0	0	4/4	2	1	I/III		g	i		I/III	I				III			M	1	1	-3, 1, -2		-3	-3
59	59	59	59a	223	223	1.0	3/4	3/4	4/4	2	1	VIM65	IVM65/III	g	i		VIM65	VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
60	60	60	60a	224	224	3.0	0	0	4/4	2	1	ii%7	vii%7/III	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
60	60	60	60a	227	227	1.0	3/4	3/4	4/4	2	1	V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
61	61	61	61a	228	228	3.0	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
61	61	61	61a	231	231	1.0	3/4	3/4	4/4	2	1	iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
62	62	62	62a	232	232	2.0	0	0	4/4	2	1	V[V(64)		g	i	V	V(64)	V			64				M	1	1	1, 0, -3		1	1
62	62	62	62a	234	234	1.0	1/2	1/2	4/4	2	1	viio7/V		g	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
62	62	62	62a	235	235	0.5	3/4	3/4	4/4	2	1	#viio43(4)		g	i	V	#viio43(4)	#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
62	62	62	62a	471/2	471/2	0.5	7/8	7/8	4/4	2	1	#viio43]		g	i	V	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
63	63	63	63a	236	236	0.5	0	0	4/4	2	1	i(4)}		g	i		i(4)	i			4			}	m	1	1	0, -1, 1		0	0
63	63	63	63a	473/2	473/2	3.5	1/8	1/8	4/4	2	1	i|PAC		g	i		i	i					PAC		m	1	1	0, -3, 1		0	0
63	63	63	63a	477/2	477/2	0.0	5/8	5/8	4/4	2	1	{		g	i									{		1	1				
64	64	64	64a	240	240	4.0	0	0	4/4	2	1	III.V2		g	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
65	65	65	65a	244	244	4.0	0	0	4/4	2	1	I6		g	III		I6	I		6					M	1	0	4, 1, 0		0	4
66	66	66	66a	248	248	4.0	0	0	4/4	2	1	V43		g	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
67	67	67	67a	252	252	4.0	0	0	4/4	2	1	I}		g	III		I	I						}	M	1	0	0, 4, 1		0	0
67	67	67	67a	509/2	509/2	0.0	5/8	5/8	4/4	2	1	{		g	III									{		1	0				
68	68	68	68a	256	256	4.0	0	0	4/4	2	1	V2		g	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
69	69	69	69a	260	260	4.0	0	0	4/4	2	1	i.V		g	i		V	V							M	1	1	1, 5, 2		1	1
70	70	70	70a	264	264	4.0	0	0	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
71	71	71	71a	268	268	2.0	0	0	4/4	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
71	71	71	71a	270	270	2.0	1/2	1/2	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
72	72	72	72a	272	272	4.0	0	0	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
73	73	73	73a	276	276	1.0	0	0	4/4	2	1	V(4)}		g	i		V(4)	V			4			}	M	1	1	1, 0, 2		1	1
73	73	73	73a	277	277	1.5	1/4	1/4	4/4	2	1	V|HC		g	i		V	V					HC		M	1	1	1, 5, 2		1	1
73	73	73	73a	557/2	557/2	1.5	5/8	5/8	4/4	2	1	V43{		g	i		V43	V		43				{	Mm7	1	1	2, -1, 1, 5		1	2
74	74	74	74a	280	280	3.0	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
74	74	74	74a	283	283	0.5	3/4	3/4	4/4	2	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
74	74	74	74a	567/2	567/2	0.5	7/8	7/8	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
75	75	75	75a	284	284	0.5	0	0	4/4	2	1	i6(#7)		g	i		i6(#7)	i		6	#7				m	1	1	-3, 1, 5		0	-3
75	75	75	75a	569/2	569/2	2.5	1/8	1/8	4/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
75	75	75	75a	287	287	1.0	3/4	3/4	4/4	2	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
76	76	76	76a	288	288	1.0	0	0	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
76	76	76	76a	289	289	1.0	1/4	1/4	4/4	2	1	V(9#764)		g	i		V(9#764)	V			9#764				M	1	1	1, 0, -3	-4, 6	1	1
76	76	76	76a	290	290	1.0	1/2	1/2	4/4	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
76	76	76	76a	291	291	1.0	3/4	3/4	4/4	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
