mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	12	12a	95/2	95/2	0.5	7/8	7/8	4/4	2	1	V65|HC}		E	I		V65	V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
13	13	13	13a	48	48	3.0	0	0	4/4	2	1	ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
13	13	13	13a	51	51	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	14	14	14a	52	52	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
14	14	14	14a	53	53	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	15	15a	56	56	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
16	16	16	16a	121/2	121/2	2.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	16	16a	125/2	125/2	2.0	5/8	5/8	4/4	2	1	IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	17	17a	129/2	129/2	1.0	1/8	1/8	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
17	17	17	17a	131/2	131/2	1.0	3/8	3/8	4/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
17	17	17	17a	133/2	133/2	1.0	5/8	5/8	4/4	2	1	#viio7/ii	V43(6#4#2)	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
17	17	17	17a	135/2	135/2	0.5	7/8	7/8	4/4	2	1	V43|HC}		E	I		V43	V		43			HC	}	Mm7	0	0	2, -1, 1, 5		1	2
18	18	18	18a	68	68	4.0	0	0	4/4	2	1	I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
19	19	19	19a	72	72	1.0	0	0	4/4	2	1	vi	I(6)	E	I	I	vi	vi							m	0	0	3, 0, 4		3	3
19	19	19	19a	73	73	2.5	1/4	1/4	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
19	19	19	19a	151/2	151/2	0.5	7/8	7/8	4/4	2	1	vi65	I(6)	E	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
20	20	20	20a	76	76	1.0	0	0	4/4	2	1	iii64	V6(6)	E	I	I	iii64	iii		64					m	0	0	5, 4, 1		4	5
20	20	20	20a	77	77	2.5	1/4	1/4	4/4	2	1	ii2		E	I	I	ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
20	20	20	20a	159/2	159/2	0.5	7/8	7/8	4/4	2	1	V		E	I	I	V	V							M	0	0	1, 5, 2		1	1
21	21	21	21a	80	80	0.5	0	0	4/4	2	1	I(9)}		E	I	I	I(9)	I			9			}	M	0	0	0, 4, 1	2	0	0
21	21	21	21a	161/2	161/2	2.5	1/8	1/8	4/4	2	1	I|PAC		E	I	I	I	I					PAC		M	0	0	0, 4, 1		0	0
21	21	21	21a	83	83	0.5	3/4	3/4	4/4	2	1	I(#4){		E	I	I	I(#4)	I			#4			{	M	0	0	0, 4, 6		0	0
21	21	21	21a	167/2	167/2	0.5	7/8	7/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
22	22	22	22a	84	84	0.5	0	0	4/4	2	1	vi2	I(6)	E	I	I	vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
22	22	22	22a	169/2	169/2	3.5	1/8	1/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
23	23	23	23a	88	88	1.0	0	0	4/4	2	1	vi	I(6)	E	I	I	vi	vi							m	0	0	3, 0, 4		3	3
23	23	23	23a	89	89	2.5	1/4	1/4	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
23	23	23	23a	183/2	183/2	0.5	7/8	7/8	4/4	2	1	vi65	I(6)	E	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
24	24	24	24a	92	92	1.0	0	0	4/4	2	1	iii6	V64(6)	E	I	I	iii6	iii		6					m	0	0	1, 5, 4		4	1
24	24	24	24a	93	93	2.5	1/4	1/4	4/4	2	1	ii		E	I	I	ii	ii							m	0	0	2, -1, 3		2	2
24	24	24	24a	191/2	191/2	0.5	7/8	7/8	4/4	2	1	V		E	I	I	V	V							M	0	0	1, 5, 2		1	1
25	25	25	25a	96	96	0.5	0	0	4/4	2	1	I(9)}		E	I	I	I(9)	I			9			}	M	0	0	0, 4, 1	2	0	0
25	25	25	25a	193/2	193/2	2.5	1/8	1/8	4/4	2	1	I|PAC		E	I	I	I	I					PAC		M	0	0	0, 4, 1		0	0
25	25	25	25a	99	99	0.5	3/4	3/4	4/4	2	1	I(#4){		E	I	I	I(#4)	I			#4			{	M	0	0	0, 4, 6		0	0
25	25	25	25a	199/2	199/2	0.5	7/8	7/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
26	26	26	26a	100	100	1.0	0	0	4/4	2	1	vi2	I(6)	E	I	I	vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
26	26	26	26a	101	101	2.0	1/4	1/4	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
26	26	26	26a	103	103	0.5	3/4	3/4	4/4	2	1	I(#4)		E	I	I	I(#4)	I			#4				M	0	0	0, 4, 6		0	0
26	26	26	26a	207/2	207/2	0.5	7/8	7/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
27	27	27	27a	104	104	1.0	0	0	4/4	2	1	vi2	I(6)	E	I	I	vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
27	27	27	27a	105	105	3.0	1/4	1/4	4/4	2	1	I]}		E	I	I	I	I						}	M	0	0	0, 4, 1		0	0
28	28	28	28a	108	108	2.0	0	0	4/4	2	1	bIII.ii{		E	bIII		ii	ii						{	m	0	0	2, -1, 3		2	2
28	28	28	28a	110	110	1.0	1/2	1/2	4/4	2	1	V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	28	28a	111	111	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
28	28	28	28a	223/2	223/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	29	29a	112	112	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	29	29a	225/2	225/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
29	29	29	29a	113	113	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
29	29	29	29a	115	115	1.0	3/4	3/4	4/4	2	1	iv.V		E	iv		V	V							M	0	1	1, 5, 2		1	1
30	30	30	30a	116	116	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
30	30	30	30a	119	119	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
31	31	31	31a	120	120	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
31	31	31	31a	123	123	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
32	32	32	32a	124	124	2.0	0	0	4/4	2	1	i}{		E	iv		i	i						}{	m	0	1	0, -3, 1		0	0
32	32	32	32a	126	126	1.0	1/2	1/2	4/4	2	1	bIII.V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	32	32a	127	127	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
32	32	32	32a	255/2	255/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
33	33	33	33a	128	128	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	33	33a	257/2	257/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
33	33	33	33a	129	129	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
33	33	33	33a	131	131	1.0	3/4	3/4	4/4	2	1	v.ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
34	34	34	34a	132	132	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
35	35	35	35a	136	136	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
35	35	35	35a	139	139	1.0	3/4	3/4	4/4	2	1	ii%43	vii%7/III	E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
36	36	36	36a	140	140	2.0	0	0	4/4	2	1	III/v.V(64)		E	III/v		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	36	36	36a	142	142	1.0	1/2	1/2	4/4	2	1	#viio43/ii	V(6#4#2)	E	III/v		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
36	36	36	36a	143	143	1.0	3/4	3/4	4/4	2	1	V43		E	III/v		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	37	37a	144	144	4.0	0	0	4/4	2	1	I|IAC}		E	III/v		I	I					IAC	}	M	0	0	0, 4, 1		0	0
38	38	38	38a	148	148	2.0	0	0	4/4	2	1	bIII.ii{		E	bIII		ii	ii						{	m	0	0	2, -1, 3		2	2
38	38	38	38a	150	150	1.0	1/2	1/2	4/4	2	1	V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	38	38a	151	151	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
38	38	38	38a	303/2	303/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	39	39a	152	152	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	39	39a	305/2	305/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
39	39	39	39a	153	153	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
39	39	39	39a	155	155	1.0	3/4	3/4	4/4	2	1	iv.V		E	iv		V	V							M	0	1	1, 5, 2		1	1
40	40	40	40a	156	156	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
40	40	40	40a	159	159	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
41	41	41	41a	160	160	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
41	41	41	41a	163	163	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
42	42	42	42a	164	164	2.0	0	0	4/4	2	1	i}{		E	iv		i	i						}{	m	0	1	0, -3, 1		0	0
42	42	42	42a	166	166	1.0	1/2	1/2	4/4	2	1	bIII.V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	42	42a	167	167	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
42	42	42	42a	335/2	335/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
43	43	43	43a	168	168	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
43	43	43	43a	337/2	337/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
43	43	43	43a	169	169	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
43	43	43	43a	171	171	1.0	3/4	3/4	4/4	2	1	v.ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
44	44	44	44a	172	172	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
44	44	44	44a	175	175	1.0	3/4	3/4	4/4	2	1	ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
45	45	45	45a	176	176	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
45	45	45	45a	179	179	1.0	3/4	3/4	4/4	2	1	ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
46	46	46	46a	180	180	4.0	0	0	4/4	2	1	I.V64		E	I		V64	V		64					M	0	0	2, 1, 5		1	2
47	47	47	47a	184	184	6.0	0	0	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	48	48a	190	190	2.0	1/2	1/2	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	49	49	49a	192	192	8.0	0	0	4/4	2	1	V43|HC}		E	I		V43	V		43			HC	}	Mm7	0	0	2, -1, 1, 5		1	2
51	51	51	51a	200	200	4.0	0	0	4/4	2	1	I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
52	52	52	52a	204	204	4.0	0	0	4/4	2	1	I(+6)		E	I	I	I(+6)	I			+6				M	0	0	0, 4, 1	3	0	0
53	53	53	53a	208	208	1.0	0	0	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	53	53a	209	209	2.5	1/4	1/4	4/4	2	1	V43(+2)		E	I	I	V43(+2)	V		43	+2				Mm7	0	0	2, -1, 1, 5	3	1	2
53	53	53	53a	423/2	423/2	0.5	7/8	7/8	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	54	54a	212	212	8.0	0	0	4/4	2	1	I}		E	I	I	I	I						}	M	0	0	0, 4, 1		0	0
54	54	54	54a	215	215	0.0	3/4	3/4	4/4	2	1	{		E	I	I								{		0	0				
56	56	56	56a	220	220	4.0	0	0	4/4	2	1	I(+6)]		E	I	I	I(+6)	I			+6				M	0	0	0, 4, 1	3	0	0
57	57	57	57a	224	224	4.0	0	0	4/4	2	1	iii.V(64)		E	iii		V(64)	V			64				M	0	1	1, 0, -3		1	1
58	58	58	58a	228	228	1.0	0	0	4/4	2	1	#viio2		E	iii		#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
58	58	58	58a	229	229	1.0	1/4	1/4	4/4	2	1	V7		E	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
58	58	58	58a	230	230	0.5	1/2	1/2	4/4	2	1	i(4)}		E	iii		i(4)	i			4			}	m	0	1	0, -1, 1		0	0
58	58	58	58a	461/2	461/2	0.5	5/8	5/8	4/4	2	1	i		E	iii		i	i							m	0	1	0, -3, 1		0	0
58	58	58	58a	231	231	0.5	3/4	3/4	4/4	2	1	i(9)		E	iii		i(9)	i			9				m	0	1	0, -3, 1	2	0	0
58	58	58	58a	463/2	463/2	0.5	7/8	7/8	4/4	2	1	i|IAC		E	iii		i	i					IAC		m	0	1	0, -3, 1		0	0
59	59	59	59a	232	232	3.0	0	0	4/4	2	1	I.ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
59	59	59	59a	235	235	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	60	60a	236	236	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
60	60	60	60a	237	237	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	61	61	61a	240	240	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
62	62	62	62a	489/2	489/2	1.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	62	62a	491/2	491/2	1.0	3/8	3/8	4/4	2	1	IV(+4)		E	I		IV(+4)	IV			+4				M	0	0	-1, 3, 0	5	-1	-1
62	62	62	62a	493/2	493/2	1.0	5/8	5/8	4/4	2	1	#viio2/ii	V65(6#4#2)	E	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
62	62	62	62a	495/2	495/2	0.5	7/8	7/8	4/4	2	1	V65|HC}		E	I		V65	V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
63	63	63	63a	248	248	3.0	0	0	4/4	2	1	ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
63	63	63	63a	251	251	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
64	64	64	64a	252	252	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
64	64	64	64a	253	253	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	65	65	65a	256	256	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
66	66	66	66a	521/2	521/2	2.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	66	66a	525/2	525/2	2.0	5/8	5/8	4/4	2	1	IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
67	67	67	67a	529/2	529/2	1.0	1/8	1/8	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
67	67	67	67a	531/2	531/2	1.0	3/8	3/8	4/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
67	67	67	67a	533/2	533/2	1.0	5/8	5/8	4/4	2	1	#viio7/ii	V43(6#4#2)	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
67	67	67	67a	535/2	535/2	0.5	7/8	7/8	4/4	2	1	V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	68	68	68a	268	268	1.0	0	0	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
68	68	68	68a	269	269	1.0	1/4	1/4	4/4	2	1	V2		E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
68	68	68	68a	270	270	1.0	1/2	1/2	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	68	68a	271	271	1.0	3/4	3/4	4/4	2	1	V2		E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
69	69	69	69a	272	272	2.0	0	0	4/4	2	1	V6		E	I		V6	V		6					M	0	0	5, 2, 1		1	5
69	69	69	69a	274	274	2.0	1/2	1/2	4/4	2	1	V43|HC}		E	I		V43	V		43			HC	}	Mm7	0	0	2, -1, 1, 5		1	2
70	70	70	70a	276	276	4.0	0	0	4/4	2	1	I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
71	71	71	71a	280	280	4.0	0	0	4/4	2	1	I(+6)		E	I	I	I(+6)	I			+6				M	0	0	0, 4, 1	3	0	0
72	72	72	72a	284	284	1.0	0	0	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
72	72	72	72a	285	285	2.5	1/4	1/4	4/4	2	1	V43(+2)		E	I	I	V43(+2)	V		43	+2				Mm7	0	0	2, -1, 1, 5	3	1	2
72	72	72	72a	575/2	575/2	0.5	7/8	7/8	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
73	73	73	73a	288	288	8.0	0	0	4/4	2	1	I}		E	I	I	I	I						}	M	0	0	0, 4, 1		0	0
73	73	73	73a	291	291	0.0	3/4	3/4	4/4	2	1	{		E	I	I								{		0	0				
75	75	75	75a	296	296	4.0	0	0	4/4	2	1	I(+6)		E	I	I	I(+6)	I			+6				M	0	0	0, 4, 1	3	0	0
76	76	76	76a	300	300	1.0	0	0	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
76	76	76	76a	301	301	2.5	1/4	1/4	4/4	2	1	V43(+2)		E	I	I	V43(+2)	V		43	+2				Mm7	0	0	2, -1, 1, 5	3	1	2
76	76	76	76a	607/2	607/2	0.5	7/8	7/8	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
77	77	77	77a	304	304	28.0	0	0	4/4	2	1	I]|IAC}		E	I	I	I	I					IAC	}	M	0	0	0, 4, 1		0	0
