mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
30	30	30	30a	117	117	0.6666666666666714	1/4	1/4	4/4	2	1	ii%65(4)		d	i		ii%65(4)	ii	%	65	4				%7	1	1	1, -4, 0, 2		2	1
30	30	30	30a	353/3	353/3	0.3333333333333286	5/12	5/12	4/4	2	1	ii%65		d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
30	30	30	30a	118	118	2.0	1/2	1/2	4/4	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	31	31a	120	120	1.0	0	0	4/4	2	1	ii%65		d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
31	31	31	31a	121	121	0.6666666666666714	1/4	1/4	4/4	2	1	ii%65(4)		d	i		ii%65(4)	ii	%	65	4				%7	1	1	1, -4, 0, 2		2	1
31	31	31	31a	365/3	365/3	0.3333333333333286	5/12	5/12	4/4	2	1	ii%65		d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
31	31	31	31a	122	122	10.0	1/2	1/2	4/4	2	1	V7|HC}		d	i		V7	V		7			HC	}	Mm7	1	1	1, 5, 2, -1		1	1
34	34	34	34a	132	132	2.0	0	0	4/4	2	1	i[i{		d	i	i	i	i						{	m	1	1	0, -3, 1		0	0
34	34	34	34a	134	134	1.0	1/2	1/2	4/4	2	1	V7(6)		d	i	i	V7(6)	V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	V7		d	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	35	35	35a	136	136	0.5	0	0	4/4	2	1	i(9)		d	i	i	i(9)	i			9				m	1	1	0, -3, 1	2	0	0
35	35	35	35a	273/2	273/2	1.5	1/8	1/8	4/4	2	1	i]		d	i	i	i	i							m	1	1	0, -3, 1		0	0
35	35	35	35a	138	138	1.0	1/2	1/2	4/4	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
35	35	35	35a	139	139	1.0	3/4	3/4	4/4	2	1	V65/iv		d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
36	36	36	36a	140	140	2.0	0	0	4/4	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
36	36	36	36a	142	142	1.0	1/2	1/2	4/4	2	1	V43(+6)/iv		d	i		V43(+6)/iv	V		43	+6	iv			Mm7	1	1	1, -2, 0, 4	-4	0	1
36	36	36	36a	143	143	1.0	3/4	3/4	4/4	2	1	V43/iv		d	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
37	37	37	37a	144	144	0.5	0	0	4/4	2	1	iv6(#7)		d	i		iv6(#7)	iv		6	#7				m	1	1	-4, 0, 4		-1	-4
37	37	37	37a	289/2	289/2	0.5	1/8	1/8	4/4	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
37	37	37	37a	145	145	1.0	1/4	1/4	4/4	2	1	ii%43		d	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
37	37	37	37a	146	146	1.0	1/2	1/2	4/4	2	1	V7(4)}		d	i		V7(4)	V		7	4			}	Mm7	1	1	1, 0, 2, -1		1	1
37	37	37	37a	147	147	1.0	3/4	3/4	4/4	2	1	V7|HC		d	i		V7	V		7			HC		Mm7	1	1	1, 5, 2, -1		1	1
38	38	38	38a	148	148	2.0	0	0	4/4	2	1	V2{		d	i		V2	V		2				{	Mm7	1	1	-1, 1, 5, 2		1	-1
38	38	38	38a	150	150	2.0	1/2	1/2	4/4	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
39	39	39	39a	152	152	2.0	0	0	4/4	2	1	V43		d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
39	39	39	39a	154	154	1.0	1/2	1/2	4/4	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
39	39	39	39a	155	155	1.0	3/4	3/4	4/4	2	1	V7/iv		d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
40	40	40	40a	156	156	2.0	0	0	4/4	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
40	40	40	40a	158	158	2.0	1/2	1/2	4/4	2	1	viio7/V		d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
41	41	41	41a	160	160	2.0	0	0	4/4	2	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
41	41	41	41a	162	162	1.6666666666666572	1/2	1/2	4/4	2	1	V7(6)		d	i		V7(6)	V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
41	41	41	41a	491/3	491/3	0.3333333333333428	11/12	11/12	4/4	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	42	42	42a	164	164	2.0	0	0	4/4	2	1	i|PAC}		d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
42	42	42	42a	165	165	0.0	1/4	1/4	4/4	2	1	{		d	i									{		1	1				
42	42	42	42a	166	166	1.0	1/2	1/2	4/4	2	1	V2(6)		d	i		V2(6)	V		2	6				Mm7	1	1	-1, 1, 5, -3		1	-1
42	42	42	42a	167	167	1.0	3/4	3/4	4/4	2	1	V2		d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
43	43	43	43a	168	168	0.5	0	0	4/4	2	1	i6(#72)		d	i		i6(#72)	i		6	#72				m	1	1	-3, 1, 2, 5		0	-3
43	43	43	43a	337/2	337/2	0.5	1/8	1/8	4/4	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
43	43	43	43a	169	169	0.5	1/4	1/4	4/4	2	1	viio/V		d	i		viio/V	vii	o			V			o	1	1	6, 3, 0		6	6
43	43	43	43a	339/2	339/2	0.5	3/8	3/8	4/4	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
43	43	43	43a	170	170	2.0	1/2	1/2	4/4	2	1	V65/iv		d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
44	44	44	44a	172	172	2.0	0	0	4/4	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
44	44	44	44a	174	174	1.5	1/2	1/2	4/4	2	1	V2(6)/iv		d	i		V2(6)/iv	V		2	6	iv			Mm7	1	1	-2, 0, 4, -4		0	-2
44	44	44	44a	351/2	351/2	0.5	7/8	7/8	4/4	2	1	V2/iv		d	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
45	45	45	45a	176	176	0.5	0	0	4/4	2	1	iv6(#72)		d	i		iv6(#72)	iv		6	#72				m	1	1	-4, 0, 1, 4		-1	-4
45	45	45	45a	353/2	353/2	0.5	1/8	1/8	4/4	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
45	45	45	45a	177	177	1.0	1/4	1/4	4/4	2	1	V2/V		d	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
45	45	45	45a	178	178	1.0	1/2	1/2	4/4	2	1	V(#74)}		d	i		V(#74)	V			#74			}	M	1	1	1, 0, 2	6	1	1
45	45	45	45a	179	179	1.0	3/4	3/4	4/4	2	1	V|HC		d	i		V	V					HC		M	1	1	1, 5, 2		1	1
46	46	46	46a	180	180	2.0	0	0	4/4	2	1	III.V2{		d	III		V2	V		2				{	Mm7	1	0	-1, 1, 5, 2		1	-1
46	46	46	46a	182	182	1.6666666666666572	1/2	1/2	4/4	2	1	I6(2)}		d	III		I6(2)	I		6	2			}	M	1	0	4, 1, 2		0	4
46	46	46	46a	551/3	551/3	0.3333333333333428	11/12	11/12	4/4	2	1	I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
47	47	47	47a	184	184	1.0	0	0	4/4	2	1	i.V2(6){		d	i		V2(6)	V		2	6			{	Mm7	1	1	-1, 1, 5, -3		1	-1
47	47	47	47a	185	185	1.0	1/4	1/4	4/4	2	1	V2		d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
47	47	47	47a	186	186	1.6666666666666572	1/2	1/2	4/4	2	1	i6(2)}		d	i		i6(2)	i		6	2			}	m	1	1	-3, 1, 2		0	-3
47	47	47	47a	563/3	563/3	0.3333333333333428	11/12	11/12	4/4	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
48	48	48	48a	188	188	1.0	0	0	4/4	2	1	iv(4){		d	i		iv(4)	iv			4			{	m	1	1	-1, -2, 0		-1	-1
48	48	48	48a	189	189	1.0	1/4	1/4	4/4	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
48	48	48	48a	190	190	1.0	1/2	1/2	4/4	2	1	V(b964)		d	i		V(b964)	V			b964				M	1	1	1, 0, -3	-11	1	1
48	48	48	48a	191	191	1.0	3/4	3/4	4/4	2	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
49	49	49	49a	192	192	2.0	0	0	4/4	2	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	49	49	49a	194	194	0.6666666666666572	1/2	1/2	4/4	2	1	i(9)}		d	i		i(9)	i			9			}	m	1	1	0, -3, 1	2	0	0
49	49	49	49a	584/3	584/3	1.0	2/3	2/3	4/4	2	1	i(#7)		d	i		i(#7)	i			#7				m	1	1	0, -3, 1	5	0	0
49	49	49	49a	587/3	587/3	0.3333333333333428	11/12	11/12	4/4	2	1	i|PAC		d	i		i	i					PAC		m	1	1	0, -3, 1		0	0
50	50	50	50a	196	196	2.0	0	0	4/4	2	1	ii%2{	i(964){	d	i		ii%2	ii	%	2				{	%7	1	1	0, 2, -1, -4		2	0
50	50	50	50a	198	198	0.6666666666666572	1/2	1/2	4/4	2	1	i(9)}		d	i		i(9)	i			9			}	m	1	1	0, -3, 1	2	0	0
50	50	50	50a	596/3	596/3	1.0	2/3	2/3	4/4	2	1	i(#7)		d	i		i(#7)	i			#7				m	1	1	0, -3, 1	5	0	0
