mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
29	28	83	83	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	261		articStaccatoAbove					
29	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	262		articStaccatoAbove					
29	28	84	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	263		articStaccatoAbove					
30	29	169/2	169/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
30	29	169/2	169/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	264					30		
30	29	86	86	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	265		articAccentAbove			30		
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	266							
30	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	267							
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	268							
30	29	85	85	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	269							
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	270							
30	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	271							
30	29	87	87	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	272							
31	30	175/2	175/2	0.0	0	0	Spanner	6/8	1	1	0										3
31	30	175/2	175/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	273					31		3
31	30	351/4	351/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	274					31		3
31	30	88	88	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	275					31		3
31	30	353/4	353/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	276					31		3
31	30	177/2	177/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	277					31		3
31	30	355/4	355/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	278							3
31	30	89	89	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	279					32		3
31	30	357/4	357/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	280							3
31	30	179/2	179/2	0.0	1/2	1/2	Spanner	6/8	1	1	0										
31	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	281		articStaccatoAbove					
31	30	88	88	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	282		articStaccatoAbove					
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	283		articStaccatoAbove					
31	30	89	89	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	284		articStaccatoAbove					
31	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	285		articStaccatoAbove					
31	30	90	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	286		articStaccatoAbove					
32	31	181/2	181/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
32	31	181/2	181/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	287					33		
32	31	92	92	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	288		articAccentAbove			33		
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	289							
32	31	185/2	185/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	290							
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	291							
32	31	91	91	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	292							
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	293							
32	31	185/2	185/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	294							
32	31	93	93	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	295							
33	32	187/2	187/2	0.0	0	0	Spanner	6/8	1	1	0										4
33	32	187/2	187/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	296					34		4
33	32	375/4	375/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	297					34		4
33	32	94	94	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	298					34		4
33	32	377/4	377/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	299					34		4
33	32	189/2	189/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	300					34		4
33	32	379/4	379/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	301					34		4
33	32	95	95	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	302					34		4
33	32	381/4	381/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	303							4
33	32	191/2	191/2	0.0	1/2	1/2	Spanner	6/8	1	1	0										
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	304		articStaccatoAbove					
33	32	94	94	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	305		articStaccatoAbove					
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	306		articStaccatoAbove					
33	32	95	95	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	307		articStaccatoAbove					
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	308		articStaccatoAbove					
33	32	96	96	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	309		articStaccatoAbove					
34	33	193/2	193/2	0.0	0	0	Dynamic	6/8	1	1	0				mf						
34	33	193/2	193/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	310		articAccentAbove					
34	33	98	98	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	311							
34	33	97	97	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	312		articStaccatoBelow			35		
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	313		articStaccatoBelow					
34	33	197/2	197/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	314		articStaccatoBelow			36		
34	33	99	99	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	315		articStaccatoBelow					
35	34	199/2	199/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	316					37		
35	34	401/4	401/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	317					37		
35	34	201/2	201/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	318					37		
35	34	403/4	403/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	319					37		
35	34	101	101	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	320					38		
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	321							
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	322		articStaccatoBelow			39		
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	323		articStaccatoBelow					
35	34	100	100	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	324		articStaccatoAbove			40		
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	325		articStaccatoAbove					
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	326		articStaccatoBelow			41		
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	327		articStaccatoBelow					
36	35	205/2	205/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	328		articAccentAbove					
36	35	104	104	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	329							
36	35	103	103	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	330		articStaccatoBelow			42		
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	331		articStaccatoBelow					
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	332		articStaccatoBelow			43		
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	333		articStaccatoBelow					
37	36	211/2	211/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	334					44		
37	36	425/4	425/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	335					44		
37	36	213/2	213/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	336					44		
37	36	427/4	427/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	337							
37	36	107	107	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	338					45		
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	339							
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	340		articStaccatoBelow			46		
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	341		articStaccatoBelow					
37	36	106	106	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	342		articStaccatoAbove			47		
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	343		articStaccatoAbove					
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	344		articStaccatoBelow			48		
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	345		articStaccatoBelow					
38	37	109	109	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	346							
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	347							
38	37	110	110	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	348		articAccentAbove			49		
38	37	111	111	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	349							
38	37	217/2	217/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	350		articAccentAbove			50		
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	351							
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	352							
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	353							
39	38	112	112	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	354							
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	355							
39	38	113	113	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	356		articAccentAbove			51		
39	38	114	114	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	357							
39	38	223/2	223/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	358		articAccentAbove			52		
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	359							
39	38	227/2	227/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	360							
39	38	114	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	361							
40	39	229/2	229/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
40	39	229/2	229/2	0.0	0	0	Spanner	6/8	1	1	0										5
40	39	229/2	229/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	362					53		5
40	39	461/4	461/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	363					53		5
40	39	231/2	231/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	364					53		5
40	39	463/4	463/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	365							5
40	39	116	116	0.0	3/8	3/8	Spanner	6/8	1	1	0										
40	39	116	116	0.0	3/8	3/8	Spanner	6/8	1	1	0									2	
40	39	116	116	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	366					54	2	
40	39	117	117	0.0	5/8	5/8	Spanner	6/8	1	1	0										
40	39	117	117	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	367							
40	39	115	115	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	368							
40	39	233/2	233/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	369							
41	40	118	118	0.0	1/8	1/8	SystemText	6/8	1	1	0							rit.			
41	40	118	118	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	370							
41	40	239/2	239/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	371							
41	40	235/2	235/2	0.0	0	0	Spanner	6/8	2	1	0										6
41	40	235/2	235/2	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	372					55		6
41	40	473/4	473/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	373					55		6
41	40	237/2	237/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	374					55		6
41	40	475/4	475/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	375							6
41	40	119	119	0.0	3/8	3/8	Spanner	6/8	2	1	0										
41	40	119	119	0.0	3/8	3/8	Spanner	6/8	2	1	0									3	
41	40	119	119	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	376					56	3	
41	40	120	120	0.0	5/8	5/8	Spanner	6/8	2	1	0										
41	40	120	120	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	377							
42	41	241/2	241/2	0.0	0	0	SystemText	6/8	1	1	0							a tempo			
42	41	241/2	241/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	378					57		
42	41	122	122	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	379		articAccentAbove			57		
42	41	123	123	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	380							
42	41	245/2	245/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	381							
42	41	123	123	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	382							
42	41	241/2	241/2	0.0	0	0	Dynamic	6/8	2	1	0				p						
42	41	121	121	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	383							
42	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	384							
42	41	245/2	245/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	385							
42	41	123	123	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	386							
43	42	247/2	247/2	0.0	0	0	Spanner	6/8	1	1	0										7
43	42	247/2	247/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	387					58		7
43	42	495/4	495/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	388					58		7
43	42	124	124	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	389					58		7
43	42	497/4	497/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	390					58		7
43	42	249/2	249/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	391					58		7
43	42	499/4	499/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	392							7
43	42	125	125	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	393					59		7
43	42	501/4	501/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	394							7
43	42	251/2	251/2	0.0	1/2	1/2	Spanner	6/8	1	1	0										
43	42	251/2	251/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	395		articStaccatoAbove					
43	42	124	124	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	396		articStaccatoAbove					
43	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	397		articStaccatoAbove					
43	42	125	125	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	398		articStaccatoAbove					
43	42	251/2	251/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	399		articStaccatoAbove					
43	42	126	126	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	400		articStaccatoAbove					
44	43	253/2	253/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	401					60		
44	43	128	128	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	402		articAccentAbove			60		
44	43	129	129	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	403							
44	43	257/2	257/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	404							
44	43	129	129	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	405							
44	43	127	127	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	406							
44	43	255/2	255/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	407							
44	43	257/2	257/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	408							
44	43	129	129	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	409							
45	44	259/2	259/2	0.0	0	0	Spanner	6/8	1	1	0										8
45	44	259/2	259/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	410					61		8
45	44	519/4	519/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	411					61		8
45	44	130	130	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	412					61		8
45	44	521/4	521/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	413					61		8
45	44	261/2	261/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	414					61		8
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	415							8
45	44	131	131	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	416					62		8
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	417							8
45	44	263/2	263/2	0.0	1/2	1/2	Spanner	6/8	1	1	0										
45	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	418		articStaccatoAbove					
45	44	130	130	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	419		articStaccatoAbove					
45	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	420		articStaccatoAbove					
45	44	131	131	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	421		articStaccatoAbove					
45	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	422		articStaccatoAbove					
45	44	132	132	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	423		articStaccatoAbove					
46	45	265/2	265/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
46	45	265/2	265/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	424					63		
46	45	134	134	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	425		articAccentAbove			63		
46	45	135	135	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	426							
46	45	269/2	269/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	427							
46	45	135	135	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	428							
46	45	133	133	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	429							
46	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	430							
46	45	269/2	269/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	431							
46	45	135	135	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	432							
47	46	271/2	271/2	0.0	0	0	Spanner	6/8	1	1	0										9
47	46	271/2	271/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	433					64		9
47	46	543/4	543/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	434					64		9
47	46	136	136	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	435					64		9
47	46	545/4	545/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	436					64		9
47	46	273/2	273/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	437					64		9
47	46	547/4	547/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	438							9
47	46	137	137	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	439					65		9
47	46	549/4	549/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	440							9
47	46	275/2	275/2	0.0	1/2	1/2	Spanner	6/8	1	1	0										
47	46	275/2	275/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	441		articStaccatoAbove					
47	46	136	136	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	442		articStaccatoAbove					
47	46	273/2	273/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	443		articStaccatoAbove					
47	46	137	137	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	444		articStaccatoAbove					
47	46	275/2	275/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	445		articStaccatoAbove					
47	46	138	138	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	446		articStaccatoAbove					
48	47	277/2	277/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	447					66		
48	47	140	140	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	448		articAccentAbove			66		
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	449							
48	47	281/2	281/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	450							
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	451							
48	47	139	139	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	452							
48	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	453							
48	47	281/2	281/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	454							
48	47	141	141	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	455							
49	48	283/2	283/2	0.0	0	0	Spanner	6/8	1	1	0										10
49	48	283/2	283/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	456					67		10
49	48	567/4	567/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	457					67		10
49	48	142	142	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	458					67		10
49	48	569/4	569/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	459					67		10
49	48	285/2	285/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	460					67		10
49	48	571/4	571/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	461							10
49	48	143	143	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	462					68		10
49	48	573/4	573/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	463							10
49	48	287/2	287/2	0.0	1/2	1/2	Spanner	6/8	1	1	0										
49	48	287/2	287/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	464		articStaccatoAbove					
49	48	142	142	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	465		articStaccatoAbove					
49	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	466		articStaccatoAbove					
49	48	143	143	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	467		articStaccatoAbove					
49	48	287/2	287/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	468		articStaccatoAbove					
49	48	144	144	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	469		articStaccatoAbove					
50	49	289/2	289/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	470		articAccentAbove					
50	49	146	146	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	471							
50	49	289/2	289/2	0.0	0	0	Dynamic	6/8	2	1	0				mf						
50	49	145	145	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	472		articStaccatoBelow			69		
50	49	291/2	291/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	473		articStaccatoBelow					
50	49	293/2	293/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	474		articStaccatoBelow			70		
50	49	147	147	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	475		articStaccatoBelow					
51	50	295/2	295/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	476					71		
51	50	593/4	593/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	477					71		
51	50	297/2	297/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	478					71		
51	50	595/4	595/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	479							
51	50	149	149	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	480					72		
51	50	150	150	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	481							
51	50	299/2	299/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	482		articStaccatoBelow			73		
51	50	150	150	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	483		articStaccatoBelow					
51	50	148	148	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	484		articStaccatoAbove			74		
51	50	297/2	297/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	485		articStaccatoAbove					
51	50	299/2	299/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	486		articStaccatoBelow			75		
51	50	150	150	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	487		articStaccatoBelow					
52	51	301/2	301/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	488		articAccentAbove					
52	51	152	152	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	489							
52	51	301/2	301/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."				
52	51	151	151	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	490		articStaccatoBelow			76		
52	51	303/2	303/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	491		articStaccatoBelow					
52	51	305/2	305/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	492		articStaccatoBelow			77		
52	51	153	153	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	493		articStaccatoBelow					
53	52	307/2	307/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	494					78		
53	52	617/4	617/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	495					78		
53	52	309/2	309/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	496					78		
53	52	619/4	619/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	497							
53	52	155	155	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	498					79		
53	52	156	156	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	499							
53	52	154	154	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	500		articStaccatoAbove			80		
53	52	309/2	309/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	501		articStaccatoAbove					
53	52	311/2	311/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	502		articStaccatoAbove			81		
53	52	156	156	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	503		articStaccatoAbove					
54	53	157	157	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	504		articStaccatoBelow			82		
54	53	315/2	315/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	505		articStaccatoBelow					
