mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
22	22	363/4	363/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	262				48			
22	22	91	91	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	263							
22	22	359/4	359/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	264							
22	22	363/4	363/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	265							
23	23	183/2	183/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	266				49			
23	23	92	92	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	267							
23	23	185/2	185/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	268				50			
23	23	93	93	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	269							
23	23	185/2	185/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	270							
23	23	371/4	371/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	271							
23	23	93	93	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	272							
23	23	373/4	373/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	273							
23	23	367/4	367/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	274				51			
23	23	92	92	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	275				51			
23	23	369/4	369/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	276				51			
23	23	183/2	183/2	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	277				52			
23	23	185/2	185/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	278							
24	24	187/2	187/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	279							
24	24	189/2	189/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	280							
24	24	187/2	187/2	0.75	0	0	Chord	2/4	1	2	3/16	1/8	3/2	281				53			
24	24	377/4	377/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	282							
24	24	189/2	189/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	283				54			
24	24	381/4	381/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	284							
24	24	375/4	375/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	285				55			
24	24	94	94	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	286							
24	24	379/4	379/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	287				56			
24	24	95	95	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	288							
24	24	375/4	375/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	289							
24	24	379/4	379/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	290							
25	25	191/2	191/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	291				57			
25	25	96	96	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	292				57			
25	25	193/2	193/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	293							
25	25	96	96	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	294							
25	25	193/2	193/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	295							
25	25	191/2	191/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	296				58			
25	25	383/4	383/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	297				58			
25	25	96	96	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	298				58			
25	25	385/4	385/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	299				58			
25	25	193/2	193/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	300				58			
25	25	387/4	387/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	301				58			
25	25	97	97	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	302				58			
25	25	389/4	389/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	303							
25	25	191/2	191/2	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	304							
26	26	195/2	195/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	305							
26	26	197/2	197/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	306							
26	26	195/2	195/2	0.75	0	0	Chord	2/4	1	2	3/16	1/8	3/2	307				59			
26	26	393/4	393/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	308							
26	26	197/2	197/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	309				60			
26	26	397/4	397/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	310							
26	26	391/4	391/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	311				61			
26	26	98	98	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	312							
26	26	395/4	395/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	313				62			
26	26	99	99	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	314							
26	26	391/4	391/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	315							
26	26	395/4	395/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	316							
27	27	199/2	199/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	317				63			
27	27	100	100	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	318							
27	27	201/2	201/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	319				64			
27	27	101	101	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	320							
27	27	201/2	201/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	321							
27	27	403/4	403/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	322							
27	27	101	101	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	323							
27	27	405/4	405/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	324							
27	27	399/4	399/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	325				65			
27	27	100	100	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	326				65			
27	27	401/4	401/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	327				65			
27	27	199/2	199/2	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	328				66			
27	27	201/2	201/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	329							
28	28	203/2	203/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	330							
28	28	205/2	205/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	331							
28	28	102	102	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	332				67			
28	28	409/4	409/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	333							
28	28	103	103	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	334				68			
28	28	413/4	413/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	335							
28	28	407/4	407/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	336				69			
28	28	102	102	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	337				69			
28	28	409/4	409/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	338							
28	28	411/4	411/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	339				70			
28	28	103	103	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	340				70			
28	28	413/4	413/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	341							
29	29	207/2	207/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	342							
29	29	104	104	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	343							
29	29	209/2	209/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	344							
29	29	104	104	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	345							
29	29	209/2	209/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	346				71			
29	29	105	105	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	347							
29	29	415/4	415/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	348				72			
29	29	104	104	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	349				72			
29	29	417/4	417/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	350							
29	29	419/4	419/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	351				73			
29	29	105	105	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	352				73			
29	29	421/4	421/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	353							
30	30	211/2	211/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	354							
30	30	213/2	213/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	355							
30	30	106	106	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	356				74			
30	30	425/4	425/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	357							
30	30	107	107	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	358				75			
30	30	429/4	429/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	359							
30	30	423/4	423/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	360				76			
30	30	106	106	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	361				76			
30	30	425/4	425/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	362							
30	30	427/4	427/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	363				77			
30	30	107	107	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	364				77			
30	30	429/4	429/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	365							
31	31	215/2	215/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	366				78			
31	31	108	108	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	367							
31	31	217/2	217/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	368							
31	31	108	108	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	369							
31	31	217/2	217/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	370				79			
31	31	109	109	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	371							
31	31	431/4	431/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	372				80			
31	31	108	108	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	373				80			
31	31	433/4	433/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	374							
31	31	435/4	435/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	375				81			
31	31	109	109	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	376				81			
31	31	437/4	437/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	377							
32	32	219/2	219/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	378							
32	32	221/2	221/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	379							
32	32	110	110	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	380				82			
32	32	441/4	441/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	381							
32	32	111	111	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	382				83			
32	32	445/4	445/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	383							
32	32	439/4	439/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	384				84			
32	32	110	110	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	385				84			
32	32	441/4	441/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	386							
32	32	443/4	443/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	387				85			
32	32	111	111	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	388				85			
32	32	445/4	445/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	389							
33	33	223/2	223/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	390				86			
33	33	112	112	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	391							
33	33	225/2	225/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	392				87			
33	33	113	113	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	393							
33	33	112	112	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	394							
33	33	225/2	225/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	395							
33	33	447/4	447/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	396				88			
33	33	112	112	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	397				88			
33	33	449/4	449/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	398							
33	33	451/4	451/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	399				89			
33	33	453/4	453/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	400							
34	34	227/2	227/2	0.0	0	0	Dynamic	2/4	1	1	0				p						
34	34	227/2	227/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	401							
34	34	229/2	229/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	402							
34	34	457/4	457/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	403							
34	34	461/4	461/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	404							
34	34	455/4	455/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	405				90			
34	34	114	114	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	406				90			
34	34	459/4	459/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	407				91			
34	34	115	115	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	408				91			
34	34	455/4	455/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	409							
34	34	459/4	459/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	410							
35	35	231/2	231/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	411				92			
35	35	116	116	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	412				92			
35	35	233/2	233/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	413							
35	35	116	116	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	414							
35	35	463/4	463/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	415				93			
35	35	116	116	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	416				93			
35	35	465/4	465/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	417				93			
35	35	233/2	233/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	418				93			
35	35	467/4	467/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	419				93			
35	35	117	117	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	420				93			
35	35	469/4	469/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	421							
36	36	235/2	235/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	422							
36	36	237/2	237/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	423							
36	36	473/4	473/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	424							
36	36	477/4	477/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	425							
36	36	471/4	471/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	426				94			
36	36	118	118	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	427				94			
36	36	475/4	475/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	428				95			
36	36	119	119	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	429				95			
36	36	471/4	471/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	430							
36	36	475/4	475/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	431							
37	37	239/2	239/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	432				96			
37	37	120	120	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	433							
37	37	241/2	241/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	434				97			
37	37	121	121	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	435							
37	37	120	120	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	436							
37	37	479/4	479/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	437				98			
37	37	120	120	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	438				98			
37	37	481/4	481/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	439				98			
37	37	241/2	241/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	440				98			
37	37	483/4	483/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	441				98			
37	37	121	121	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	442				98			
37	37	485/4	485/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	443							
38	38	243/2	243/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	444							
38	38	245/2	245/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	445							
38	38	489/4	489/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	446							
38	38	493/4	493/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	447							
38	38	487/4	487/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	448				99			
38	38	122	122	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	449				99			
38	38	491/4	491/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	450				100			
38	38	123	123	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	451				100			
38	38	487/4	487/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	452							
38	38	491/4	491/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	453							
39	39	247/2	247/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	454				101			
39	39	124	124	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	455				101			
39	39	249/2	249/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	456							
39	39	124	124	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	457							
39	39	495/4	495/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	458				102			
39	39	124	124	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	459				102			
39	39	497/4	497/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	460				102			
39	39	249/2	249/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	461				102			
39	39	499/4	499/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	462				102			
39	39	125	125	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	463				102			
39	39	501/4	501/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	464							
40	40	251/2	251/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	465							
40	40	253/2	253/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	466							
40	40	505/4	505/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	467							
40	40	509/4	509/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	468							
40	40	503/4	503/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	469				103			
40	40	126	126	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	470				103			
40	40	507/4	507/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	471				104			
40	40	127	127	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	472				104			
40	40	503/4	503/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	473							
40	40	507/4	507/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	474							
41	41	255/2	255/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	475				105			
41	41	128	128	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	476				105			
41	41	257/2	257/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	477							
41	41	128	128	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	478							
41	41	511/4	511/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	479				106			
41	41	128	128	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	480				106			
41	41	513/4	513/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	481				106			
41	41	257/2	257/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	482				106			
41	41	515/4	515/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	483				106			
41	41	129	129	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	484				106			
41	41	517/4	517/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	485							
42	42	259/2	259/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	486							
42	42	261/2	261/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	487							
42	42	130	130	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	488							
42	42	131	131	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	489							
42	42	259/2	259/2	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>cresc."				
42	42	519/4	519/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	490				107			
42	42	130	130	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	491				107			
42	42	521/4	521/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	492							
42	42	523/4	523/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	493				108			
42	42	131	131	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	494				108			
42	42	525/4	525/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	495							
43	43	263/2	263/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	496							
43	43	265/2	265/2	0.0	1/4	1/4	StaffText	2/4	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>poco ritard.</b>"				
43	43	265/2	265/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	497							
43	43	132	132	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	498							
43	43	133	133	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	499							
43	43	527/4	527/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	500				109			
43	43	132	132	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	501				109			
43	43	529/4	529/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	502							
43	43	531/4	531/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	503				110			
43	43	133	133	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	504				110			
43	43	533/4	533/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	505							
44	44	267/2	267/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	506							
44	44	269/2	269/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	507							
44	44	134	134	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	508							
44	44	135	135	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	509							
44	44	535/4	535/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	510				111			
44	44	134	134	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	511				111			
44	44	537/4	537/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	512							
44	44	539/4	539/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	513				112			
44	44	135	135	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	514				112			
44	44	541/4	541/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	515							
45	45	271/2	271/2	0.0	0	0	Dynamic	2/4	1	1	0				f						
45	45	271/2	271/2	0.0	0	0	StaffText	2/4	1	1	0						poco meno mosso				
45	45	271/2	271/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	516		articAccentAbove		113			
45	45	273/2	273/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	517							
45	45	271/2	271/2	2.0	0	0	Chord	2/4	1	2	1/2	1/2	1	518							
45	45	543/4	543/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	519				114			
45	45	136	136	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	520				114			
45	45	545/4	545/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	521							
45	45	547/4	547/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	522				115			
45	45	137	137	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	523				115			
45	45	549/4	549/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	524							
46	46	275/2	275/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	525				116			
46	46	138	138	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	526				116			
46	46	277/2	277/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	527							
46	46	275/2	275/2	2.0	0	0	Chord	2/4	1	2	1/2	1/2	1	528							
46	46	551/4	551/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	529				117			
46	46	138	138	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	530				117			
46	46	553/4	553/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	531							
46	46	555/4	555/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	532				118			
46	46	139	139	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	533				118			
46	46	557/4	557/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	534							
47	47	279/2	279/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	535		articAccentAbove		119			
47	47	281/2	281/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	536							
47	47	279/2	279/2	2.0	0	0	Chord	2/4	1	2	1/2	1/2	1	537							
47	47	559/4	559/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	538				120			
47	47	140	140	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	539				120			
47	47	561/4	561/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	540							
47	47	563/4	563/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	541				121			
