mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1015						
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1016						
63	63	993/4	993/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1017				136		
63	63	497/2	497/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1018				136		
63	63	995/4	995/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1019				136		
63	63	249	249	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1020				136		
63	63	997/4	997/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1021				136		
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1022				136		
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1023				136		
64	64	252	252	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1024				137		
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1025				137		
64	64	253	253	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1026						
64	64	255	255	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1027				138		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1028						
64	64	254	254	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	1029						
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1030						
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1031						
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1032						
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1033				139		
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1034				139		
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1035				139		
64	64	253	253	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1036				139		
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1037				139		
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1038				139		
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1039				139		
65	65	256	256	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1040				140		
65	65	513/2	513/2	0.0	1/8	1/8	Spanner	4/4	1	1	0								140		8
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1041				140		8
65	65	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1042						8
65	65	259	259	0.0	3/4	3/4	Spanner	4/4	1	1	0										
65	65	259	259	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1043				141		
65	65	778/3	778/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1044				141		
65	65	779/3	779/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1045						
65	65	258	258	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	1046						
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1047						
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	1048						
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1049						
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1050				142		
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1051				142		
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1052				142		
65	65	257	257	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1053				142		
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1054				142		
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1055				142		
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1056				142		
66	66	260	260	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1057				143		
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1058						
66	66	261	261	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1059				144		
66	66	784/3	784/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1060				144		
66	66	785/3	785/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1061						
66	66	262	262	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1062				145		
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1063						
66	66	263	263	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1064				146		
66	66	790/3	790/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1065				146		
66	66	791/3	791/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1066						
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1067						
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1068						
66	66	260	260	0.0	0	0	Spanner	4/4	2	1	0									4	
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1069					4	
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1070					4	
66	66	263	263	0.0	3/4	3/4	Spanner	4/4	2	1	0										
67	67	264	264	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1071				147		
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1072						
67	67	265	265	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1073				148		
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1074						
67	67	266	266	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1075				149		
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1076						
67	67	267	267	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1077				150		
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1078						
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1079						
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1080						
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1081						
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1082						
67	67	264	264	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1083				151		
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1084						
67	67	265	265	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1085				152		
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1086						
67	67	266	266	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1087				153		
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1088						
67	67	267	267	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1089				154		
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1090						
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1091						
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1092						
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1093						
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1094						
68	68	268	268	0.0	0	0	Dynamic	4/4	1	1	0					p					
68	68	268	268	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1095		articStaccatoBelow				
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1096		articStaccatoBelow				
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1097		articStaccatoBelow				
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1098		articStaccatoBelow				
68	68	269	269	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1099		articStaccatoBelow				
68	68	1077/4	1077/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1100		articStaccatoBelow				
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1101		articStaccatoBelow				
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1102		articStaccatoBelow				
68	68	270	270	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1103		articStaccatoAbove				
68	68	1081/4	1081/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1104		articStaccatoAbove				
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1105		articStaccatoAbove				
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1106		articStaccatoAbove				
68	68	271	271	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1107		articStaccatoAbove				
68	68	1085/4	1085/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1108		articStaccatoAbove				
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1109		articStaccatoAbove				
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1110		articStaccatoAbove				
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1111		articStaccatoAbove				
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1112		articStaccatoAbove				
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1113		articStaccatoAbove				
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1114		articStaccatoAbove				
69	69	272	272	0.0	0	0	StaffText	4/4	1	1	0							sempre staccato			
69	69	272	272	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1115		articStaccatoAbove				
69	69	1089/4	1089/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1116		articStaccatoAbove				
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1117		articStaccatoAbove				
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1118		articStaccatoAbove				
69	69	273	273	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1119		articStaccatoAbove				
69	69	1093/4	1093/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1120		articStaccatoAbove				
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1121		articStaccatoAbove				
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1122		articStaccatoAbove				
69	69	274	274	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1123		articStaccatoAbove				
69	69	1097/4	1097/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1124		articStaccatoAbove				
69	69	549/2	549/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1125		articStaccatoAbove				
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1126		articStaccatoAbove				
69	69	275	275	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1127		articStaccatoAbove				
69	69	1101/4	1101/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1128		articStaccatoAbove				
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1129		articStaccatoAbove				
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1130		articStaccatoAbove				
70	70	276	276	0.0	0	0	Dynamic	4/4	1	1	0					p					
70	70	276	276	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1131		articStaccatoAbove				
70	70	1105/4	1105/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1132		articStaccatoAbove				
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1133		articStaccatoAbove				
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1134		articStaccatoAbove				
70	70	277	277	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1135		articStaccatoAbove				
70	70	1109/4	1109/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1136		articStaccatoAbove				
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1137		articStaccatoAbove				
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1138		articStaccatoAbove				
70	70	278	278	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1139		articStaccatoAbove				
70	70	1113/4	1113/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1140		articStaccatoAbove				
70	70	557/2	557/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1141		articStaccatoAbove				
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1142		articStaccatoAbove				
70	70	279	279	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1143		articStaccatoAbove				
70	70	1117/4	1117/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1144		articStaccatoAbove				
70	70	559/2	559/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1145		articStaccatoAbove				
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1146		articStaccatoAbove				
70	70	276	276	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1147		articStaccatoAbove				
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1148		articStaccatoAbove				
70	70	277	277	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1149		articAccentAbove				
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1150				155		
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1151				155		
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1152						
71	71	280	280	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1153		articStaccatoAbove				
71	71	1121/4	1121/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1154		articStaccatoAbove				
71	71	561/2	561/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1155		articStaccatoAbove				
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1156		articStaccatoAbove				
71	71	281	281	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1157		articStaccatoAbove				
71	71	1125/4	1125/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1158		articStaccatoAbove				
71	71	563/2	563/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1159		articStaccatoAbove				
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1160		articStaccatoAbove				
71	71	282	282	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1161		articStaccatoAbove				
71	71	1129/4	1129/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1162		articStaccatoAbove				
71	71	565/2	565/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1163		articStaccatoAbove				
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1164		articStaccatoAbove				
71	71	283	283	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1165		articStaccatoAbove				
71	71	1133/4	1133/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1166		articStaccatoAbove				
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1167		articStaccatoAbove				
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1168		articStaccatoAbove				
71	71	280	280	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1169						
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1170		articStaccatoAbove				
71	71	281	281	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1171		articAccentAbove				
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1172				156		
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1173				156		
71	71	282	282	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1174						
72	72	284	284	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1175		articStaccatoAbove				
72	72	1137/4	1137/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1176		articStaccatoAbove				
72	72	569/2	569/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1177		articStaccatoAbove				
72	72	1139/4	1139/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1178		articStaccatoAbove				
72	72	285	285	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1179		articStaccatoAbove				
72	72	1141/4	1141/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1180		articStaccatoAbove				
72	72	571/2	571/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1181		articStaccatoAbove				
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1182		articStaccatoAbove				
72	72	286	286	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1183		articStaccatoAbove				
72	72	1145/4	1145/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1184		articStaccatoAbove				
72	72	573/2	573/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1185		articStaccatoAbove				
72	72	1147/4	1147/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1186		articStaccatoAbove				
72	72	287	287	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1187		articStaccatoAbove				
72	72	1149/4	1149/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1188		articStaccatoAbove				
72	72	575/2	575/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1189		articStaccatoAbove				
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1190		articStaccatoAbove				
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1191						
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1192						
72	72	285	285	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1193		articAccentAbove				
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1194				157		
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1195				157		
72	72	286	286	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1196						
73	73	288	288	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1197		articStaccatoAbove				
73	73	1153/4	1153/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1198		articStaccatoAbove				
73	73	577/2	577/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1199		articStaccatoAbove				
73	73	1155/4	1155/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1200		articStaccatoAbove				
73	73	289	289	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1201		articStaccatoAbove				
73	73	1157/4	1157/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1202		articStaccatoAbove				
73	73	579/2	579/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1203		articStaccatoAbove				
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1204		articStaccatoAbove				
73	73	290	290	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1205		articStaccatoAbove				
73	73	1161/4	1161/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1206		articStaccatoAbove				
73	73	581/2	581/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1207		articStaccatoAbove				
73	73	1163/4	1163/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1208		articStaccatoAbove				
73	73	291	291	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1209		articStaccatoAbove				
73	73	1165/4	1165/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1210		articStaccatoAbove				
73	73	583/2	583/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1211		articStaccatoAbove				
73	73	1167/4	1167/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1212		articStaccatoAbove				
73	73	288	288	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1213						
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1214		articStaccatoAbove				
73	73	289	289	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1215		articAccentAbove				
73	73	291	291	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1216				158		
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1217				158		
73	73	290	290	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1218						
74	74	292	292	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1219		articStaccatoAbove				
74	74	1169/4	1169/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1220		articStaccatoAbove				
74	74	585/2	585/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1221		articStaccatoAbove				
74	74	1171/4	1171/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1222		articStaccatoAbove				
74	74	293	293	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1223		articStaccatoAbove				
74	74	1173/4	1173/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1224		articStaccatoAbove				
74	74	587/2	587/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1225		articStaccatoAbove				
74	74	1175/4	1175/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1226		articStaccatoAbove				
74	74	294	294	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1227		articStaccatoAbove				
74	74	1177/4	1177/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1228		articStaccatoAbove				
74	74	589/2	589/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1229		articStaccatoAbove				
74	74	1179/4	1179/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1230		articStaccatoAbove				
74	74	295	295	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1231		articStaccatoAbove				
74	74	1181/4	1181/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1232		articStaccatoAbove				
74	74	591/2	591/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1233		articStaccatoAbove				
74	74	1183/4	1183/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1234		articStaccatoAbove				
74	74	292	292	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1235						
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1236		articStaccatoAbove				
74	74	293	293	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1237		articAccentAbove				
74	74	295	295	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1238				159		
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1239				159		
74	74	294	294	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1240						
75	75	296	296	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1241		articStaccatoAbove				
75	75	1185/4	1185/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1242		articStaccatoAbove				
75	75	593/2	593/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1243		articStaccatoAbove				
75	75	1187/4	1187/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1244		articStaccatoAbove				
75	75	297	297	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1245		articStaccatoAbove				
75	75	1189/4	1189/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1246		articStaccatoAbove				
75	75	595/2	595/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1247		articStaccatoAbove				
75	75	1191/4	1191/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1248		articStaccatoAbove				
75	75	298	298	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1249		articStaccatoAbove				
75	75	1193/4	1193/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1250		articStaccatoAbove				
75	75	597/2	597/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1251		articStaccatoAbove				
75	75	1195/4	1195/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1252		articStaccatoAbove				
75	75	299	299	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1253		articStaccatoAbove				
75	75	1197/4	1197/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1254		articStaccatoAbove				
75	75	599/2	599/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1255		articStaccatoAbove				
75	75	1199/4	1199/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1256		articStaccatoAbove				
75	75	296	296	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1257						
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1258		articStaccatoAbove				
75	75	297	297	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1259		articAccentAbove				
