mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin
3	3	11	11	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	16					
3	3	34/3	34/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	17					
3	3	35/3	35/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	18					
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	19					
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	20					
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	21					
4	4	29/2	29/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	22					
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	23					
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	24					
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	25					
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	26					
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	27					
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	28					
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	29					
5	5	17	17	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	30					
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	31					
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32					
5	5	17	17	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	33					
5	5	52/3	52/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	34					
5	5	53/3	53/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	35					
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	36					
5	5	19	19	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	37					
5	5	58/3	58/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	38					
5	5	59/3	59/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	39					
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	40					
6	6	41/2	41/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	41					
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	42					
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	43					
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	44					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	45					
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	46					
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	47					
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	48					
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	49					
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	50					
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	51					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	52					
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	53					
7	7	25	25	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	54					
7	7	76/3	76/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	55					
7	7	77/3	77/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	56					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	57					
7	7	27	27	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	58					
7	7	82/3	82/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	59					
7	7	83/3	83/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	60					
7	7	25	25	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	61		articAccentAbove		0	
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62					
8	8	28	28	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	63					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	64					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	65					
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	66					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	67					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	68					
8	8	29	29	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	69		articAccentAbove		1	
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70					
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	71					
9	9	33	33	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	72					
9	9	100/3	100/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	73					
9	9	101/3	101/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	74					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	75					
9	9	35	35	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	76					
9	9	106/3	106/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	77					
9	9	107/3	107/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	78					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	79					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81					
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	82					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	83					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	84					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	85					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	86					
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	87					
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	88					
10	10	36	36	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	89					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	90					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	91					
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	92					
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	93					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	94					
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	95					
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	96					
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	97					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	98					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	99					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	100					
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	101					
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	102					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	103					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	104					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	105					
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	106					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	107					
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	108					
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	109					
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	110					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	111					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	112					
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	113					
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	114					
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	115					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	116					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	117					
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	118					
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	119					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	120					
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	121					
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	122					
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	123					
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	124					
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	125					
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	126					
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	127					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	128					
13	13	48	48	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>cresc."		
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	129					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	130					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	131		articAccentAbove			
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	132					
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	133					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	134					
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	135					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	136					
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	137					
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	138					
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	139					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	140					
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	141					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	142					
14	14	54	54	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	143		articAccentAbove			
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	144					
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	145					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	146					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	147					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	148					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	149					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	150					
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	151					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	152					
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	153					
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	154					
15	15	58	58	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	155		articAccentAbove			
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	156					
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	157					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	158					
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	159					
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	160					
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	161					
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	162					
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	163					
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	164					
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	165					
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	166					
16	16	62	62	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	167		articAccentAbove			
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	168					
17	17	64	64	0.0	0	0	Dynamic	4/4	1	1	0				ff				
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	169					
17	17	65	65	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	170					
17	17	196/3	196/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	171					
17	17	197/3	197/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	172					
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	173					
17	17	67	67	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	174					
17	17	202/3	202/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	175					
17	17	203/3	203/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	176					
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	177					
17	17	65	65	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	178					
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	179					
18	18	68	68	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	180					
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	181					
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	182					
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	183					
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	184					
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	185					
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	186					
18	18	69	69	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	187					
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	188					
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	189					
19	19	73	73	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	190					
19	19	220/3	220/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	191					
19	19	221/3	221/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	192					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	193					
19	19	75	75	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	194					
19	19	226/3	226/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	195					
19	19	227/3	227/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	196					
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	197					
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	198					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	199					
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	200					
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	201					
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	202					
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	203					
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	204					
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	205					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	206					
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	207					
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	208					
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	209					
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	210					
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	211					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	212					
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	213					
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	214					
21	21	81	81	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	215					
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	216					
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	217					
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	218					
21	21	83	83	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	219					
21	21	250/3	250/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	220					
21	21	251/3	251/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	221					
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	222					
21	21	81	81	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	223					
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	224					
22	22	84	84	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	225					
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	226					
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	227					
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	228					
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	229					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	230					
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	231					
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	232					
22	22	86	86	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	233					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	234					
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	235					
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	236					
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	237					
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	238					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	239					
23	23	88	88	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	240					
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	241					
23	23	88	88	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	242					
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	243					
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	244					
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	245					
23	23	90	90	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	246					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	247					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	248					
24	24	92	92	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	249					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	250					
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	251					
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	252					
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	253					
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	254					
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	255					
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	256					
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	257					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	258					
24	24	94	94	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	259					
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	260					
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	261					
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	262					
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	263					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	264					
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	265					
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	266					
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	267					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	268					
25	25	96	96	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	269					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	270					
25	25	98	98	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	271					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	272					
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	273					
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	274					
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	275					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	276					
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	277					
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	278					
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	279					
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	280					
26	26	100	100	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	281					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	282					
26	26	102	102	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	283					
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	284					
