mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
40	40	715/6	715/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	520									143			
40	40	358/3	358/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	521									143			
40	40	239/2	239/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	522									143			
40	40	359/3	359/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	523									143			
40	40	719/6	719/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	524												
40	40	703/6	703/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	525												
40	40	709/6	709/6	0.3333333333333333	7/24	7/24	Chord	3/4	2	2	1/12		1/8	2/3	526												
40	40	715/6	715/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	2	1/12		1/8	2/3	527												
41	41	120	120	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><i>poco riten.</i>"									
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	528												
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	529									144			
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	530									144			
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	531									144			
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	532												
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	533												
41	41	721/6	721/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	534									145			
41	41	361/3	361/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	535									145			
41	41	241/2	241/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	536									145			
41	41	362/3	362/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	537									145			
41	41	725/6	725/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	538												
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	539												
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	540												
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	541									146			
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	542												
42	42	125	125	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	543									147			
42	42	376/3	376/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	544									147			
42	42	377/3	377/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	545												
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	546												
42	42	739/6	739/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	547									148			
42	42	370/3	370/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	548									148			
42	42	247/2	247/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	549									148			
42	42	371/3	371/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	550									148			
42	42	743/6	743/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	551												
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	552												
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	553												
43	43	127	127	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	554									149			
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	555									149			
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	556									149			
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	557												
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	558												
43	43	757/6	757/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	559									150			
43	43	379/3	379/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	560									150			
43	43	253/2	253/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	561									150			
43	43	380/3	380/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	562									150			
43	43	761/6	761/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	563												
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	564												
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	565												
44	44	130	130	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	566									151			
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	567												
44	44	131	131	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	2/3	568												
44	44	131	131	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	2/3	569												
44	44	131	131	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	2/3	570												
44	44	131	131	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	2/3	571												
44	44	131	131	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	2/3	572												
44	44	131	131	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	573									152			
44	44	394/3	394/3	0.5	7/12	7/12	Chord	3/4	1	1	1/8		1/8	1	574									152			
44	44	791/6	791/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	575												
44	44	775/6	775/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	576									153			
44	44	388/3	388/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	577									153			
44	44	259/2	259/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	578									153			
44	44	389/3	389/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	579									153			
44	44	779/6	779/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	580												
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	581									154			
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	582												
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	583												
45	45	133	133	0.16666666666666666	1/4	1/4	Chord	3/4	1	2	1/24		1/16	2/3	584												
45	45	799/6	799/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	2	1/24		1/16	2/3	585												
45	45	400/3	400/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	2	1/24		1/16	2/3	586												
45	45	267/2	267/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	2	1/24		1/16	2/3	587												
45	45	401/3	401/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	2	1/24		1/16	2/3	588												
45	45	803/6	803/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	2	1/24		1/16	2/3	589												
45	45	793/6	793/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	590									155			
45	45	397/3	397/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	591									155			
45	45	265/2	265/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	592									155			
45	45	398/3	398/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	593									155			
45	45	797/6	797/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	594												
45	45	793/6	793/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	595												
46	46	135	135	0.0	0	0	StaffText	3/4	1	1	0							a tempo									
46	46	135	135	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	596		articAccentAbove							156			
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	597									156			
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	598									156			
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	599									156			
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	600												
46	46	135	135	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	601												
46	46	135	135	0.0	0	0	Dynamic	3/4	2	1	0					p											
46	46	135	135	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	602												
47	47	138	138	0.0	0	0	StaffText	3/4	1	1	0							leggierissimo									
47	47	140	140	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	603									157			
47	47	841/6	841/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	604									157			
47	47	421/3	421/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	605									157			
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	606		articStaccatoAbove										
47	47	138	138	0.0	0	0	Dynamic	3/4	2	1	0					pp											
47	47	829/6	829/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	607									158			
47	47	415/3	415/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	608									158			
47	47	277/2	277/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	609									158			
47	47	416/3	416/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	610									158			
47	47	833/6	833/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	611									158			
47	47	139	139	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	612									158			
47	47	835/6	835/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	613									158			
47	47	418/3	418/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	614												
47	47	279/2	279/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	615									159			
47	47	419/3	419/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	616									159			
47	47	839/6	839/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	617												
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	618		articAccentAbove							160			
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	619									160			
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	620									160			
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	621									160			
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	622												
48	48	141	141	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	623												
48	48	141	141	0.0	0	0	Dynamic	3/4	2	1	0					p											
48	48	141	141	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	624												
49	49	144	144	0.0	0	0	Dynamic	3/4	2	1	0					pp											
49	49	865/6	865/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	625									161			
49	49	433/3	433/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	626									161			
49	49	289/2	289/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	627									161			
49	49	434/3	434/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	628									161			
49	49	869/6	869/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	629									161			
49	49	145	145	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	630									161			
49	49	871/6	871/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	631									161			
49	49	436/3	436/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	632									161			
49	49	291/2	291/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	633									161			
49	49	437/3	437/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	634									161			
49	49	875/6	875/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	635									161			
49	49	146	146	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	636									161			
49	49	877/6	877/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	637									161			
49	49	439/3	439/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	638									161			
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	639												
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	640		articAccentAbove							162			
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	641									162			
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	642									162			
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	643									162			
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	644												
50	50	147	147	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	645												
50	50	147	147	0.0	0	0	Dynamic	3/4	2	1	0					p											
50	50	147	147	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	646												
51	51	150	150	0.0	0	0	Dynamic	3/4	2	1	0					pp											
51	51	901/6	901/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	647									163			
51	51	451/3	451/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	648									163			
51	51	301/2	301/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	649									163			
51	51	452/3	452/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	650									163			
51	51	905/6	905/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	651									163			
51	51	151	151	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	652									163			
51	51	907/6	907/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	653									163			
51	51	454/3	454/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	654												
51	51	303/2	303/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	655									164			
51	51	455/3	455/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	656									164			
51	51	911/6	911/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	657									164			
51	51	152	152	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	658									164			
51	51	913/6	913/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	659									164			
51	51	457/3	457/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	660									164			
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	661												
52	52	153	153	0.0	0	0	Dynamic	3/4	1	1	0					p											
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	662		articAccentAbove							165			
52	52	154	154	0.0	1/4	1/4	Spanner	3/4	1	1	0													165		5	
52	52	154	154	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	663									165		5	
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	664									165		5	
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	665									165		5	
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	666											5	
52	52	154	154	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	667											5	
52	52	154	154	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	668												
53	53	313/2	313/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	669									166		5	
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	670									166		5	
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	671									166		5	
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	672									166		5	
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	673											5	
53	53	157	157	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	674											5	
53	53	157	157	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	675												
54	54	159	159	0.0	0	0	Spanner	3/4	1	1	0																
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	676		articAccentAbove										
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	677		articAccentAbove										
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	678		articAccentAbove										
54	54	955/6	955/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	679									167			
54	54	478/3	478/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	680									167			
54	54	319/2	319/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	681									167			
54	54	479/3	479/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	682									167			
54	54	959/6	959/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	683												
54	54	961/6	961/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	684									168			
54	54	481/3	481/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	685									168			
54	54	321/2	321/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	686									168			
54	54	482/3	482/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	687									168			
54	54	965/6	965/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	688												
54	54	967/6	967/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	689									169			
54	54	484/3	484/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	690									169			
54	54	323/2	323/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	691									169			
54	54	485/3	485/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	692									169			
54	54	971/6	971/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	693												
54	54	955/6	955/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	694												
54	54	961/6	961/6	0.3333333333333333	7/24	7/24	Chord	3/4	2	2	1/12		1/8	2/3	695												
54	54	967/6	967/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	2	1/12		1/8	2/3	696												
55	55	162	162	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	697		articAccentBelow										
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	698									170			
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	699									170			
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	700									170			
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	701												
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	702												
55	55	973/6	973/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	703									171			
55	55	487/3	487/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	704									171			
55	55	325/2	325/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	705									171			
55	55	488/3	488/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	706									171			
55	55	977/6	977/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	707												
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	708												
55	55	973/6	973/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	709												
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	710		articAccentAbove										
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	711		articAccentAbove										
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	712		articAccentAbove										
56	56	991/6	991/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	713									172			
56	56	496/3	496/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	714									172			
56	56	331/2	331/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	715									172			
56	56	497/3	497/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	716									172			
56	56	995/6	995/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	717												
56	56	997/6	997/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	718									173			
56	56	499/3	499/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	719									173			
56	56	333/2	333/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	720									173			
56	56	500/3	500/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	721									173			
56	56	1001/6	1001/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	722												
56	56	1003/6	1003/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	723									174			
56	56	502/3	502/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	724									174			
56	56	335/2	335/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	725									174			
56	56	503/3	503/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	726									174			
56	56	1007/6	1007/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	727												
56	56	991/6	991/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	728												
56	56	997/6	997/6	0.3333333333333333	7/24	7/24	Chord	3/4	2	2	1/12		1/8	2/3	729												
56	56	1003/6	1003/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	2	1/12		1/8	2/3	730												
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	731		articAccentBelow										
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	732									175			
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	733									175			
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	734									175			
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	735												
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	736												
57	57	1009/6	1009/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	737									176			
57	57	505/3	505/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	738									176			
57	57	337/2	337/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	739									176			
57	57	506/3	506/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	740									176			
57	57	1013/6	1013/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	741												
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	742												
57	57	1009/6	1009/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	743												
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	744		articAccentAbove										
58	58	172	172	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	745		articAccentAbove										
58	58	173	173	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	746		articAccentAbove										
58	58	1027/6	1027/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	747									177			
58	58	514/3	514/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	748									177			
58	58	343/2	343/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	749									177			
58	58	515/3	515/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	750									177			
58	58	1031/6	1031/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	751												
58	58	1033/6	1033/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	752									178			
58	58	517/3	517/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	753									178			
58	58	345/2	345/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	754									178			
58	58	518/3	518/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	755									178			
58	58	1037/6	1037/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	756												
58	58	1039/6	1039/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	757									179			
58	58	520/3	520/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	758									179			
58	58	347/2	347/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	759									179			
58	58	521/3	521/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	760									179			
58	58	1043/6	1043/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	761												
58	58	1027/6	1027/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	762												
58	58	1033/6	1033/6	0.3333333333333333	7/24	7/24	Chord	3/4	2	2	1/12		1/8	2/3	763												
58	58	1039/6	1039/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	2	1/12		1/8	2/3	764												
59	59	174	174	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	765		articAccentBelow							180			
59	59	175	175	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	766												
59	59	176	176	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	767									181			
