mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	272												
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	273									89			
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	274												
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	275									90			
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	276												
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	277												
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	278												
21	21	60	60	0.0	0	0	Spanner	3/4	1	1	0																
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	279												
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	280									91			
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	281												
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	282									92			
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	283												
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	284									93			
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	285												
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	286												
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	287									94			
21	21	60	60	0.0	0	0	Dynamic	3/4	2	1	0					p											
21	21	61	61	0.0	1/4	1/4	Spanner	3/4	2	1	0															2	
21	21	61	61	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	288											2	
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	289									95		2	
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	290											2	
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	291		articStaccatoAbove							96			
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	292		articStaccatoAbove										
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	293									97			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	294												
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	295												
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	296												
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	297											2	
22	22	64	64	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	298											2	
22	22	63	63	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	299		articStaccatoBelow							98		2	
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	300		articStaccatoBelow									2	
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	301									99		2	
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	302											2	
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	303												
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	304									100			
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	305												
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	306									101			
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	307												
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	308												
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	309												
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	310												
23	23	66	66	0.0	0	0	Spanner	3/4	2	1	0																
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	311												
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	312												
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	313												
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	314									102			
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	315												
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	316									103			
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	317									103			
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	318									103			
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	319												
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	320									104			
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	321												
24	24	69	69	0.0	0	0	Spanner	3/4	2	1	0														2		
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	322									105	2		
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	323										2		
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	324												
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	325									106			
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	326												
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	327									107			
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	328												
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	329									108			
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	330												
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	331												
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	332												
25	25	72	72	0.0	0	0	Dynamic	3/4	2	1	0					p											
25	25	72	72	0.0	0	0	Spanner	3/4	2	1	0																
25	25	73	73	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	333												
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	334									109			
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	335												
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	336		articStaccatoAbove							110			
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	337		articStaccatoAbove										
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	338									111			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	339												
26	26	75	75	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	340												
26	26	76	76	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	341												
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0															3	
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	342											3	
26	26	76	76	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	343											3	
26	26	75	75	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	344		articStaccatoBelow							112		3	
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	345		articStaccatoBelow									3	
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	346									113		3	
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	347											3	
27	27	78	78	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><i>poco più</i>"									
27	27	78	78	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><i>riten.</i>"									
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	348												
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	349									114			
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	350												
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	351									115			
27	27	159/2	159/2	0.0	3/8	3/8	StaffText	3/4	1	1	0							riten.						115			
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	352									115			
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	353												
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	354												
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	355												
27	27	78	78	0.0	0	0	Spanner	3/4	2	1	0																
27	27	79	79	0.0	1/4	1/4	Dynamic	3/4	2	1	0					f											
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	356									116			
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	357												
27	27	79	79	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	358									117			
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	359												
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	360									118			
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	361												
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	362									119			
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	363									119			
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	364												
28	28	81	81	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	365												
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	366												
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	367												
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	368												
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	369									120			
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	370												
28	28	81	81	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	371												
28	28	82	82	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	372												
29	29	84	84	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><b>Meno mosso</b>"									
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	373		articAccentAbove							121			
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	374									121			
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	375									121			
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	376									121			
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	377												
29	29	84	84	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	378												
29	29	84	84	0.0	0	0	Dynamic	3/4	2	1	0					p											
29	29	84	84	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""12""/><i>molto espress.</i>"									
29	29	84	84	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	379												
30	30	87	87	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><i>leggierissimo</i>"									
30	30	89	89	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	380									122			
30	30	535/6	535/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	381									122			
30	30	268/3	268/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	382									122			
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	383		articStaccatoAbove										
30	30	523/6	523/6	0.0	1/24	1/24	Dynamic	3/4	2	1	0					pp											
30	30	523/6	523/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	384									123			
30	30	262/3	262/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	385									123			
30	30	175/2	175/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	386									123			
30	30	263/3	263/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	387									123			
30	30	527/6	527/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	388									123			
30	30	88	88	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	389									123			
30	30	529/6	529/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	390									123			
30	30	265/3	265/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	391												
30	30	177/2	177/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	392									124			
30	30	266/3	266/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	393									124			
30	30	533/6	533/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	394												
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	395		articAccentAbove							125			
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	396									125			
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	397									125			
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	398									125			
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	399												
31	31	90	90	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	400												
31	31	90	90	0.0	0	0	Dynamic	3/4	2	1	0					p											
31	31	90	90	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	401												
32	32	559/6	559/6	0.0	1/24	1/24	Dynamic	3/4	2	1	0					pp											
32	32	559/6	559/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	402									126			
32	32	280/3	280/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	403									126			
32	32	187/2	187/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	404									126			
32	32	281/3	281/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	405									126			
32	32	563/6	563/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	406									126			
32	32	94	94	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	407									126			
32	32	565/6	565/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	408									126			
32	32	283/3	283/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	409									126			
32	32	189/2	189/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	410									126			
32	32	284/3	284/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	411									126			
32	32	569/6	569/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	412									126			
32	32	95	95	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	413									126			
32	32	571/6	571/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	414									126			
32	32	286/3	286/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	415									126			
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	416												
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	417		articAccentAbove							127			
33	33	97	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	418									127			
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	419									127			
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	420									127			
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	421												
33	33	96	96	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	422												
33	33	96	96	0.0	0	0	Dynamic	3/4	2	1	0					p											
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	423												
34	34	101	101	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	424									128			
34	34	607/6	607/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	425									128			
34	34	304/3	304/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	426									128			
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	427												
34	34	99	99	0.0	0	0	Dynamic	3/4	2	1	0					pp											
34	34	595/6	595/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	428									129			
34	34	298/3	298/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	429									129			
34	34	199/2	199/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	430									129			
34	34	299/3	299/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	431									129			
34	34	599/6	599/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	432									129			
34	34	100	100	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	433									129			
34	34	601/6	601/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	434									129			
34	34	301/3	301/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	435												
34	34	201/2	201/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	436									130			
34	34	302/3	302/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	437									130			
34	34	605/6	605/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	438												
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	439		articAccentAbove							131			
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	440									131			
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	441									131			
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	442									131			
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	443												
35	35	102	102	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	444												
35	35	102	102	0.0	0	0	Dynamic	3/4	2	1	0					p											
35	35	102	102	0.0	0	0	Spanner	3/4	2	1	0															4	
35	35	102	102	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	445											4	
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	446									132			
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	447									132			
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	448									132			
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	449									132			
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	450												
36	36	106	106	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	451												
36	36	106	106	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	452											4	
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	453		articAccentAbove										
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	454		articAccentAbove										
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	455		articAccentAbove										
37	37	108	108	0.0	0	0	Dynamic	3/4	2	1	0					mf											
37	37	108	108	0.0	0	0	Spanner	3/4	2	1	0																
37	37	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	456									133			
37	37	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	457									133			
37	37	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	458									133			
37	37	326/3	326/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	459									133			
37	37	653/6	653/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	460												
37	37	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	461									134			
37	37	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	462									134			
37	37	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	463									134			
37	37	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	464									134			
37	37	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	465												
37	37	661/6	661/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	466									135			
37	37	331/3	331/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	467									135			
37	37	221/2	221/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	468									135			
37	37	332/3	332/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	469									135			
37	37	665/6	665/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	470												
37	37	649/6	649/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	471												
37	37	655/6	655/6	0.3333333333333333	7/24	7/24	Chord	3/4	2	2	1/12		1/8	2/3	472												
37	37	661/6	661/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	2	1/12		1/8	2/3	473												
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	474		articAccentBelow										
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	475									136			
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	476									136			
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	477									136			
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	478												
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	479												
38	38	667/6	667/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	480									137			
38	38	334/3	334/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	481									137			
38	38	223/2	223/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	482									137			
38	38	335/3	335/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	483									137			
38	38	671/6	671/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	484												
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	485												
39	39	114	114	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><i>espr.</i>"									
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	486		articAccentAbove										
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	487		articAccentAbove										
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	488		articAccentAbove										
39	39	685/6	685/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	489									138			
39	39	343/3	343/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	490									138			
39	39	229/2	229/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	491									138			
39	39	344/3	344/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	492									138			
39	39	689/6	689/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	493												
39	39	691/6	691/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	494									139			
39	39	346/3	346/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	495									139			
39	39	231/2	231/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	496									139			
39	39	347/3	347/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	497									139			
39	39	695/6	695/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	498												
39	39	697/6	697/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	499									140			
39	39	349/3	349/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	500									140			
39	39	233/2	233/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	501									140			
39	39	350/3	350/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	502									140			
39	39	701/6	701/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	503												
39	39	685/6	685/6	0.3333333333333333	1/24	1/24	Chord	3/4	2	2	1/12		1/8	2/3	504												
39	39	691/6	691/6	0.3333333333333333	7/24	7/24	Chord	3/4	2	2	1/12		1/8	2/3	505												
39	39	697/6	697/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	2	1/12		1/8	2/3	506												
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	507		articAccentAbove										
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	508		articAccentAbove										
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	509		articAccentAbove										
40	40	703/6	703/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	510									141			
40	40	352/3	352/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	511									141			
40	40	235/2	235/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	512									141			
40	40	353/3	353/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	513									141			
40	40	707/6	707/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	514												
40	40	709/6	709/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	515									142			
40	40	355/3	355/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	516									142			
40	40	237/2	237/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	517									142			
40	40	356/3	356/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	518									142			
40	40	713/6	713/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	519												
