mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
4	3	19/2	19/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	26							
4	3	15/2	15/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	27				11			
4	3	17/2	17/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	28							
4	3	19/2	19/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	29							
4	3	8	8	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	30							
4	3	9	9	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	31							
4	3	10	10	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	32							
5	4	21/2	21/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	33							
5	4	23/2	23/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	34							
5	4	12	12	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	35							
5	4	21/2	21/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	36							
5	4	23/2	23/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	37							
5	4	12	12	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	38							
5	4	25/2	25/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	39		articStaccatoAbove					
5	4	13	13	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	40		articStaccatoAbove					
5	4	11	11	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	41							
6	5	14	14	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	42		articStaccatoBelow					
6	5	29/2	29/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	43		articStaccatoBelow					
6	5	15	15	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	44		articStaccatoBelow					
6	5	27/2	27/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	45		articAccentAbove		12			
6	5	15	15	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	46							
6	5	31/2	31/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	47		articStaccatoBelow					
6	5	16	16	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	48		articStaccatoBelow					
7	6	17	17	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	49		articStaccatoBelow					
7	6	35/2	35/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	50		articStaccatoBelow					
7	6	18	18	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	51		articStaccatoBelow					
7	6	33/2	33/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	52		articAccentBelow		13			
7	6	18	18	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	53							
7	6	37/2	37/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	54		articStaccatoAbove					
7	6	19	19	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	55		articStaccatoAbove					
8	7	20	20	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	56		articStaccatoBelow					
8	7	41/2	41/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	57		articStaccatoBelow					
8	7	21	21	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	58		articStaccatoBelow					
8	7	39/2	39/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	59		articAccentAbove		14			
8	7	21	21	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	60							
8	7	43/2	43/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	61		articStaccatoBelow					
8	7	22	22	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	62		articStaccatoBelow					
9	8	23	23	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	63		articStaccatoBelow					
9	8	47/2	47/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	64		articStaccatoBelow					
9	8	24	24	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	65		articStaccatoBelow					
9	8	49/2	49/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	66				15			
9	8	25	25	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	67							
9	8	45/2	45/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	68		articAccentBelow		16			
9	8	24	24	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	69							
9	8	49/2	49/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	70				17			
9	8	25	25	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	71							
10	9	51/2	51/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	72				18			
10	9	53/2	53/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	73							
10	9	55/2	55/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	74				19			
10	9	28	28	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	75							
10	9	51/2	51/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	76				20			
10	9	53/2	53/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	77							
10	9	55/2	55/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	78				21			
10	9	28	28	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	79							
10	9	26	26	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	80							
10	9	27	27	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	81							
11	10	57/2	57/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	82				22			
11	10	59/2	59/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	83							
11	10	61/2	61/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	84				23			
11	10	31	31	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	85							
11	10	57/2	57/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	86				24			
11	10	59/2	59/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	87							
11	10	61/2	61/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	88				25			
11	10	31	31	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	89							
11	10	29	29	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	90							
11	10	30	30	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	91							
12	11	63/2	63/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	92				26			
12	11	65/2	65/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	93							
12	11	67/2	67/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	94							
12	11	63/2	63/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	95				27			
12	11	65/2	65/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	96							
12	11	67/2	67/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	97							
12	11	32	32	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	98							
12	11	33	33	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	99							
12	11	34	34	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	100							
13	12	69/2	69/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	101							
13	12	71/2	71/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	102							
13	12	36	36	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	103							
13	12	69/2	69/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	104							
13	12	71/2	71/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	105							
13	12	36	36	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	106							
13	12	73/2	73/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	107		articStaccatoAbove					
13	12	37	37	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	108		articStaccatoAbove					
13	12	35	35	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	109							
14	13	38	38	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	110		articStaccatoBelow					
14	13	77/2	77/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	111		articStaccatoBelow					
14	13	39	39	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	112		articStaccatoBelow					
14	13	75/2	75/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	113		articAccentAbove		28			
14	13	39	39	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	114							
14	13	79/2	79/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	115		articStaccatoBelow					
14	13	40	40	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	116		articStaccatoBelow					
15	14	41	41	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	117		articStaccatoBelow					
15	14	83/2	83/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	118		articStaccatoBelow					
15	14	42	42	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	119		articStaccatoBelow					
15	14	81/2	81/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	120		articAccentBelow		29			
15	14	42	42	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	121							
15	14	85/2	85/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	122		articStaccatoAbove					
15	14	43	43	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	123		articStaccatoAbove					
16	15	44	44	0.0	1/8	1/8	Spanner	6/8	1	1	0									0	
16	15	44	44	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	124		articStaccatoBelow				0	
16	15	89/2	89/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	125		articStaccatoBelow				0	
16	15	45	45	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	126						0	
16	15	46	46	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	127						0	
16	15	87/2	87/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	128		articAccentAbove					
16	15	45	45	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	129							
16	15	91/2	91/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	130							
17	16	93/2	93/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	131						0	
17	16	47	47	0.0	1/8	1/8	Spanner	6/8	1	1	0										
17	16	47	47	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	132							
17	16	48	48	0.0	3/8	3/8	Dynamic	6/8	1	1	0				mf						
17	16	48	48	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	133							
17	16	97/2	97/2	0.0	1/2	1/2	Dynamic	6/8	1	1	0				p						
17	16	97/2	97/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	134				30			
17	16	49	49	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	135							
17	16	93/2	93/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	136				31			
17	16	95/2	95/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	137							
17	16	48	48	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	138							
17	16	97/2	97/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	139				32			
17	16	49	49	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	140							
18	17	99/2	99/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	141				33			
18	17	101/2	101/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	142							
18	17	103/2	103/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	143				34			
18	17	52	52	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	144							
18	17	99/2	99/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	145				35			
18	17	101/2	101/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	146							
18	17	103/2	103/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	147				36			
18	17	52	52	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	148							
18	17	99/2	99/2	0.5	0	0	Chord	6/8	2	2	1/8	1/8	1	149							
18	17	50	50	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	150							
18	17	101/2	101/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	151							
18	17	51	51	1.5	3/8	3/8	Chord	6/8	2	2	3/8	1/4	3/2	152							
19	18	105/2	105/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	153				37			
19	18	107/2	107/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	154							
19	18	109/2	109/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	155		articStaccatoAbove		38			
19	18	55	55	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	156				38			
19	18	105/2	105/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	157				39			
19	18	107/2	107/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	158							
19	18	109/2	109/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	159		articAccentBelow					
19	18	105/2	105/2	0.5	0	0	Chord	6/8	2	2	1/8	1/8	1	160							
19	18	53	53	1.0	1/8	1/8	Chord	6/8	2	2	1/4	1/4	1	161							
19	18	54	54	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	162							
20	19	111/2	111/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	163		articStaccatoAbove					
20	19	56	56	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	164				40			
20	19	113/2	113/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	165				40			
20	19	57	57	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	166							
20	19	115/2	115/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	167				41			
20	19	58	58	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	168				41			
20	19	111/2	111/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	169							
20	19	56	56	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	170		articAccentBelow					
20	19	57	57	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	171							
20	19	115/2	115/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	172		articAccentAbove					
21	20	117/2	117/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	173							
21	20	119/2	119/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	174		articStaccatoBelow					
21	20	60	60	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	175		articStaccatoAbove					
21	20	121/2	121/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	176				42			
21	20	61	61	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	177							
21	20	117/2	117/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	178							
21	20	59	59	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	179		articStaccatoAbove					
21	20	119/2	119/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	180		articStaccatoAbove					
21	20	60	60	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	181		articStaccatoAbove					
21	20	121/2	121/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	182				43			
21	20	61	61	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	183							
22	21	123/2	123/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	184				44			
22	21	125/2	125/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	185							
22	21	127/2	127/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	186				45			
22	21	64	64	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	187							
22	21	123/2	123/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	188				46			
22	21	125/2	125/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	189							
22	21	127/2	127/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	190							
22	21	64	64	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	191							
22	21	123/2	123/2	0.5	0	0	Chord	6/8	2	2	1/8	1/8	1	192							
22	21	62	62	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	193							
22	21	125/2	125/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	194							
22	21	63	63	1.5	3/8	3/8	Chord	6/8	2	2	3/8	1/4	3/2	195							
23	22	129/2	129/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	196				47			
23	22	131/2	131/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	197							
23	22	133/2	133/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	198		articStaccatoAbove		48			
23	22	67	67	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	199				48			
23	22	129/2	129/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	200				49			
23	22	131/2	131/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	201							
23	22	133/2	133/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	202		articAccentAbove					
23	22	129/2	129/2	0.5	0	0	Chord	6/8	2	2	1/8	1/8	1	203							
23	22	65	65	1.0	1/8	1/8	Chord	6/8	2	2	1/4	1/4	1	204							
23	22	66	66	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	205							
24	23	135/2	135/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	206		articStaccatoAbove					
24	23	68	68	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	207		articStaccatoAbove		50			
24	23	137/2	137/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	208				50			
24	23	69	69	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	209		articStaccatoAbove					
24	23	139/2	139/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	210				51			
24	23	70	70	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	211				51			
24	23	135/2	135/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	212							
24	23	68	68	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	213		articAccentBelow					
24	23	69	69	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	214							
24	23	139/2	139/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	215		articAccentBelow					
25	24	141/2	141/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	216							
25	24	143/2	143/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	217							
25	24	72	72	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	218							
25	24	145/2	145/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	219							
25	24	141/2	141/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	220							
25	24	71	71	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	221		articStaccatoBelow					
25	24	143/2	143/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	222		articStaccatoBelow					
25	24	72	72	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	223		articStaccatoBelow					
25	24	145/2	145/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	224		articStaccatoBelow					
25	24	73	73	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	225		articStaccatoBelow					
26	25	147/2	147/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	226							
26	25	149/2	149/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	227							
26	25	151/2	151/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	228							
26	25	147/2	147/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	229		articStaccatoBelow					
26	25	74	74	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	230		articStaccatoBelow					
26	25	149/2	149/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	231		articStaccatoBelow					
26	25	75	75	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	232		articStaccatoBelow					
26	25	151/2	151/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	233		articStaccatoBelow					
26	25	76	76	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	234		articStaccatoBelow					
27	26	153/2	153/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	235							
27	26	155/2	155/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	236							
27	26	157/2	157/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	237							
27	26	153/2	153/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>cresc."				
27	26	153/2	153/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	238		articStaccatoBelow					
27	26	77	77	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	239		articStaccatoBelow					
27	26	155/2	155/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	240		articStaccatoBelow					
27	26	78	78	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	241		articStaccatoAbove					
27	26	157/2	157/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	242		articStaccatoAbove					
27	26	79	79	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	243		articStaccatoAbove					
28	27	159/2	159/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	244							
28	27	161/2	161/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	245							
28	27	163/2	163/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	246							
28	27	159/2	159/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	247		articStaccatoAbove					
28	27	80	80	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	248		articStaccatoAbove					
28	27	161/2	161/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	249		articStaccatoAbove					
28	27	81	81	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	250		articStaccatoAbove					
28	27	163/2	163/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	251		articStaccatoAbove					
28	27	82	82	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	252		articStaccatoAbove					
29	28	165/2	165/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	253							
29	28	167/2	167/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	254							
29	28	169/2	169/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	255							
29	28	165/2	165/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	256		articStaccatoAbove					
29	28	83	83	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	257		articStaccatoAbove					
29	28	167/2	167/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	258		articStaccatoAbove					
29	28	84	84	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	259		articStaccatoAbove					
29	28	169/2	169/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	260		articStaccatoAbove					
29	28	85	85	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	261		articStaccatoAbove					
30	29	171/2	171/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	262							
30	29	173/2	173/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	263							
30	29	175/2	175/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	264							
30	29	171/2	171/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	265		articStaccatoAbove					
